payment_id,subscription_id,user_id,payment_date,amount_inr,payment_method,payment_status
PAY0003698,SUB000538,USR000461,2025-09-26,299,UPI,Success
PAY0003699,SUB000538,USR000461,2025-10-26,299,Credit Card,Success
PAY0003700,SUB000538,USR000461,2025-11-25,299,Credit Card,Success
PAY0003701,SUB000538,USR000461,2025-12-25,299,Credit Card,Failed
PAY0003702,SUB000539,USR000462,2025-06-23,799,Net Banking,Success
PAY0003703,SUB000539,USR000462,2025-07-23,799,Credit Card,Success
PAY0003704,SUB000539,USR000462,2025-08-22,799,UPI,Success
PAY0003705,SUB000539,USR000462,2025-09-21,799,Credit Card,Success
PAY0003706,SUB000539,USR000462,2025-10-21,799,Credit Card,Success
PAY0003707,SUB000539,USR000462,2025-11-20,799,Debit Card,Success
PAY0003708,SUB000539,USR000462,2025-12-20,799,Credit Card,Success
PAY0003709,SUB000540,USR000463,2025-04-29,149,UPI,Failed
PAY0003710,SUB000540,USR000463,2025-05-29,149,UPI,Success
PAY0003711,SUB000540,USR000463,2025-06-28,149,Wallet,Success
PAY0003712,SUB000540,USR000463,2025-07-28,149,Credit Card,Success
PAY0003713,SUB000540,USR000463,2025-08-27,149,Wallet,Success
PAY0003714,SUB000540,USR000463,2025-09-26,149,Net Banking,Success
PAY0003715,SUB000541,USR000463,2025-10-07,499,Credit Card,Success
PAY0003716,SUB000541,USR000463,2025-11-06,499,Credit Card,Failed
PAY0003717,SUB000541,USR000463,2025-12-06,499,Credit Card,Failed
PAY0003718,SUB000542,USR000464,2025-05-06,149,UPI,Success
PAY0003719,SUB000542,USR000464,2025-06-05,149,Credit Card,Success
PAY0003720,SUB000542,USR000464,2025-07-05,149,UPI,Failed
PAY0003721,SUB000542,USR000464,2025-08-04,149,UPI,Success
PAY0003722,SUB000542,USR000464,2025-09-03,149,Debit Card,Success
PAY0003723,SUB000542,USR000464,2025-10-03,149,Credit Card,Success
PAY0003724,SUB000542,USR000464,2025-11-02,149,Credit Card,Success
PAY0003725,SUB000543,USR000464,2025-11-22,799,Debit Card,Success
PAY0003726,SUB000543,USR000464,2025-12-22,799,Debit Card,Success
PAY0003727,SUB000544,USR000465,2025-08-13,499,UPI,Success
PAY0003728,SUB000544,USR000465,2025-09-12,499,UPI,Success
PAY0003729,SUB000544,USR000465,2025-10-12,499,UPI,Success
PAY0003730,SUB000544,USR000465,2025-11-11,499,Credit Card,Success
PAY0003731,SUB000544,USR000465,2025-12-11,499,UPI,Success
PAY0003732,SUB000545,USR000466,2025-03-28,149,UPI,Success
PAY0003733,SUB000545,USR000466,2025-04-27,149,Debit Card,Success
PAY0003734,SUB000545,USR000466,2025-05-27,149,Debit Card,Success
PAY0003735,SUB000545,USR000466,2025-06-26,149,Debit Card,Success
PAY0003736,SUB000545,USR000466,2025-07-26,149,Net Banking,Success
PAY0003737,SUB000545,USR000466,2025-08-25,149,Debit Card,Success
PAY0003738,SUB000545,USR000466,2025-09-24,149,UPI,Success
PAY0003739,SUB000546,USR000467,2025-05-09,499,Credit Card,Success
PAY0003740,SUB000546,USR000467,2025-06-08,499,Credit Card,Success
PAY0003741,SUB000546,USR000467,2025-07-08,499,UPI,Success
PAY0003742,SUB000546,USR000467,2025-08-07,499,UPI,Success
PAY0003743,SUB000546,USR000467,2025-09-06,499,Credit Card,Success
PAY0003744,SUB000546,USR000467,2025-10-06,499,Credit Card,Success
PAY0003745,SUB000546,USR000467,2025-11-05,499,UPI,Success
PAY0003746,SUB000546,USR000467,2025-12-05,499,UPI,Success
PAY0003747,SUB000547,USR000468,2025-03-13,299,Debit Card,Success
PAY0003748,SUB000547,USR000468,2025-04-12,299,UPI,Success
PAY0003749,SUB000547,USR000468,2025-05-12,299,UPI,Success
PAY0003750,SUB000547,USR000468,2025-06-11,299,UPI,Success
PAY0003751,SUB000547,USR000468,2025-07-11,299,UPI,Success
PAY0003752,SUB000547,USR000468,2025-08-10,299,Debit Card,Success
PAY0003753,SUB000547,USR000468,2025-09-09,299,UPI,Success
PAY0003754,SUB000547,USR000468,2025-10-09,299,UPI,Success
PAY0003755,SUB000547,USR000468,2025-11-08,299,UPI,Success
PAY0003756,SUB000547,USR000468,2025-12-08,299,UPI,Success
PAY0003757,SUB000548,USR000469,2025-06-27,799,UPI,Success
PAY0003758,SUB000548,USR000469,2025-07-27,799,Wallet,Success
PAY0003759,SUB000548,USR000469,2025-08-26,799,Net Banking,Success
PAY0003760,SUB000548,USR000469,2025-09-25,799,Credit Card,Success
PAY0003761,SUB000548,USR000469,2025-10-25,799,Net Banking,Success
PAY0003762,SUB000548,USR000469,2025-11-24,799,UPI,Success
PAY0003763,SUB000548,USR000469,2025-12-24,799,Credit Card,Success
PAY0003764,SUB000549,USR000470,2025-06-22,149,Debit Card,Success
PAY0003765,SUB000549,USR000470,2025-07-22,149,UPI,Success
PAY0003766,SUB000549,USR000470,2025-08-21,149,UPI,Success
PAY0003767,SUB000549,USR000470,2025-09-20,149,UPI,Failed
PAY0003768,SUB000549,USR000470,2025-10-20,149,UPI,Success
PAY0003769,SUB000549,USR000470,2025-11-19,149,UPI,Success
PAY0003770,SUB000549,USR000470,2025-12-19,149,Credit Card,Success
PAY0003771,SUB000550,USR000471,2025-05-07,499,UPI,Success
PAY0003772,SUB000550,USR000471,2025-06-06,499,Net Banking,Success
PAY0003773,SUB000550,USR000471,2025-07-06,499,Debit Card,Success
PAY0003774,SUB000550,USR000471,2025-08-05,499,UPI,Success
PAY0003775,SUB000550,USR000471,2025-09-04,499,Debit Card,Success
PAY0003776,SUB000550,USR000471,2025-10-04,499,Credit Card,Success
PAY0003777,SUB000550,USR000471,2025-11-03,499,UPI,Success
PAY0003778,SUB000551,USR000472,2025-04-29,149,Credit Card,Success
PAY0003779,SUB000551,USR000472,2025-05-29,149,UPI,Success
PAY0003780,SUB000551,USR000472,2025-06-28,149,Net Banking,Success
PAY0003781,SUB000551,USR000472,2025-07-28,149,Credit Card,Success
PAY0003782,SUB000551,USR000472,2025-08-27,149,UPI,Success
PAY0003783,SUB000551,USR000472,2025-09-26,149,UPI,Success
PAY0003784,SUB000551,USR000472,2025-10-26,149,Net Banking,Success
PAY0003785,SUB000551,USR000472,2025-11-25,149,UPI,Success
PAY0003786,SUB000551,USR000472,2025-12-25,149,Debit Card,Success
PAY0003787,SUB000552,USR000473,2025-04-22,799,Credit Card,Success
PAY0003788,SUB000552,USR000473,2025-05-22,799,Net Banking,Success
PAY0003789,SUB000552,USR000473,2025-06-21,799,Wallet,Success
PAY0003790,SUB000552,USR000473,2025-07-21,799,UPI,Success
PAY0003791,SUB000552,USR000473,2025-08-20,799,Credit Card,Success
PAY0003792,SUB000552,USR000473,2025-09-19,799,UPI,Success
PAY0003793,SUB000553,USR000473,2025-10-19,299,Credit Card,Success
PAY0003794,SUB000553,USR000473,2025-11-18,299,Credit Card,Success
PAY0003795,SUB000553,USR000473,2025-12-18,299,UPI,Success
PAY0003796,SUB000554,USR000474,2025-05-07,499,UPI,Success
PAY0003797,SUB000554,USR000474,2025-06-06,499,Credit Card,Success
PAY0003798,SUB000554,USR000474,2025-07-06,499,Debit Card,Success
PAY0003799,SUB000554,USR000474,2025-08-05,499,Debit Card,Success
PAY0003800,SUB000554,USR000474,2025-09-04,499,UPI,Success
PAY0003801,SUB000554,USR000474,2025-10-04,499,UPI,Success
PAY0003802,SUB000555,USR000474,2025-10-29,799,UPI,Success
PAY0003803,SUB000555,USR000474,2025-11-28,799,Debit Card,Success
PAY0003804,SUB000555,USR000474,2025-12-28,799,Credit Card,Success
PAY0003805,SUB000556,USR000475,2025-01-27,499,Wallet,Success
PAY0003806,SUB000556,USR000475,2025-02-26,499,Credit Card,Success
PAY0003807,SUB000556,USR000475,2025-03-28,499,Net Banking,Success
PAY0003808,SUB000556,USR000475,2025-04-27,499,Credit Card,Failed
PAY0003809,SUB000556,USR000475,2025-05-27,499,Debit Card,Success
PAY0003810,SUB000556,USR000475,2025-06-26,499,UPI,Success
PAY0003811,SUB000556,USR000475,2025-07-26,499,Credit Card,Success
PAY0003812,SUB000556,USR000475,2025-08-25,499,UPI,Success
PAY0003813,SUB000557,USR000476,2025-05-10,299,Credit Card,Success
PAY0003814,SUB000557,USR000476,2025-06-09,299,UPI,Success
PAY0003815,SUB000557,USR000476,2025-07-09,299,UPI,Success
PAY0003816,SUB000557,USR000476,2025-08-08,299,Debit Card,Success
PAY0003817,SUB000557,USR000476,2025-09-07,299,Credit Card,Success
PAY0003818,SUB000557,USR000476,2025-10-07,299,Credit Card,Success
PAY0003819,SUB000557,USR000476,2025-11-06,299,Credit Card,Success
PAY0003820,SUB000557,USR000476,2025-12-06,299,Wallet,Success
PAY0003821,SUB000558,USR000477,2025-08-03,799,UPI,Success
PAY0003822,SUB000558,USR000477,2025-09-02,799,UPI,Success
PAY0003823,SUB000558,USR000477,2025-10-02,799,UPI,Success
PAY0003824,SUB000558,USR000477,2025-11-01,799,UPI,Success
PAY0003825,SUB000558,USR000477,2025-12-01,799,Debit Card,Success
PAY0003826,SUB000559,USR000478,2025-03-12,299,Credit Card,Success
PAY0003827,SUB000559,USR000478,2025-04-11,299,Debit Card,Failed
PAY0003828,SUB000559,USR000478,2025-05-11,299,Net Banking,Success
PAY0003829,SUB000559,USR000478,2025-06-10,299,UPI,Success
PAY0003830,SUB000559,USR000478,2025-07-10,299,Debit Card,Success
PAY0003831,SUB000559,USR000478,2025-08-09,299,UPI,Success
PAY0003832,SUB000559,USR000478,2025-09-08,299,Credit Card,Failed
PAY0003833,SUB000559,USR000478,2025-10-08,299,UPI,Success
PAY0003834,SUB000559,USR000478,2025-11-07,299,UPI,Success
PAY0003835,SUB000559,USR000478,2025-12-07,299,UPI,Success
PAY0003836,SUB000560,USR000479,2025-05-05,299,Credit Card,Success
PAY0003837,SUB000560,USR000479,2025-06-04,299,UPI,Success
PAY0003838,SUB000560,USR000479,2025-07-04,299,Net Banking,Success
PAY0003839,SUB000560,USR000479,2025-08-03,299,Credit Card,Success
PAY0003840,SUB000560,USR000479,2025-09-02,299,Wallet,Success
PAY0003841,SUB000560,USR000479,2025-10-02,299,Debit Card,Success
PAY0003842,SUB000560,USR000479,2025-11-01,299,Credit Card,Success
PAY0003843,SUB000560,USR000479,2025-12-01,299,UPI,Success
PAY0003844,SUB000560,USR000479,2025-12-31,299,UPI,Success
PAY0003845,SUB000561,USR000480,2025-04-08,799,UPI,Success
PAY0003846,SUB000561,USR000480,2025-05-08,799,UPI,Success
PAY0003847,SUB000561,USR000480,2025-06-07,799,Credit Card,Success
PAY0003848,SUB000561,USR000480,2025-07-07,799,Credit Card,Success
PAY0003849,SUB000561,USR000480,2025-08-06,799,Credit Card,Success
PAY0003850,SUB000561,USR000480,2025-09-05,799,Net Banking,Success
PAY0003851,SUB000561,USR000480,2025-10-05,799,Credit Card,Success
PAY0003852,SUB000561,USR000480,2025-11-04,799,Debit Card,Success
PAY0003853,SUB000561,USR000480,2025-12-04,799,UPI,Success
PAY0003854,SUB000562,USR000481,2025-03-20,499,UPI,Success
PAY0003855,SUB000562,USR000481,2025-04-19,499,UPI,Success
PAY0003856,SUB000562,USR000481,2025-05-19,499,UPI,Success
PAY0003857,SUB000562,USR000481,2025-06-18,499,UPI,Success
PAY0003858,SUB000562,USR000481,2025-07-18,499,Debit Card,Success
PAY0003859,SUB000562,USR000481,2025-08-17,499,Debit Card,Success
PAY0003860,SUB000562,USR000481,2025-09-16,499,Debit Card,Success
PAY0003861,SUB000562,USR000481,2025-10-16,499,UPI,Success
PAY0003862,SUB000562,USR000481,2025-11-15,499,Credit Card,Success
PAY0003863,SUB000562,USR000481,2025-12-15,499,Debit Card,Success
PAY0003864,SUB000563,USR000482,2025-06-17,149,UPI,Success
PAY0003865,SUB000563,USR000482,2025-07-17,149,UPI,Success
PAY0003866,SUB000563,USR000482,2025-08-16,149,Debit Card,Success
PAY0003867,SUB000563,USR000482,2025-09-15,149,Credit Card,Failed
PAY0003868,SUB000563,USR000482,2025-10-15,149,UPI,Success
PAY0003869,SUB000563,USR000482,2025-11-14,149,Debit Card,Success
PAY0003870,SUB000563,USR000482,2025-12-14,149,UPI,Success
PAY0003871,SUB000564,USR000483,2025-03-19,149,UPI,Success
PAY0003872,SUB000564,USR000483,2025-04-18,149,Credit Card,Success
PAY0003873,SUB000564,USR000483,2025-05-18,149,UPI,Success
PAY0003874,SUB000564,USR000483,2025-06-17,149,Credit Card,Success
PAY0003875,SUB000564,USR000483,2025-07-17,149,Wallet,Success
PAY0003876,SUB000564,USR000483,2025-08-16,149,Credit Card,Success
PAY0003877,SUB000564,USR000483,2025-09-15,149,UPI,Success
PAY0003878,SUB000564,USR000483,2025-10-15,149,UPI,Success
PAY0003879,SUB000564,USR000483,2025-11-14,149,Wallet,Success
PAY0003880,SUB000564,USR000483,2025-12-14,149,UPI,Success
PAY0003881,SUB000565,USR000483,2025-12-17,149,Credit Card,Success
PAY0003882,SUB000566,USR000484,2025-06-11,299,UPI,Success
PAY0003883,SUB000566,USR000484,2025-07-11,299,Net Banking,Success
PAY0003884,SUB000566,USR000484,2025-08-10,299,Credit Card,Success
PAY0003885,SUB000566,USR000484,2025-09-09,299,Credit Card,Success
PAY0003886,SUB000566,USR000484,2025-10-09,299,UPI,Success
PAY0003887,SUB000567,USR000484,2025-11-08,499,UPI,Success
PAY0003888,SUB000567,USR000484,2025-12-08,499,Net Banking,Success
PAY0003889,SUB000568,USR000485,2025-04-30,149,Credit Card,Success
PAY0003890,SUB000568,USR000485,2025-05-30,149,Credit Card,Success
PAY0003891,SUB000568,USR000485,2025-06-29,149,Credit Card,Success
PAY0003892,SUB000568,USR000485,2025-07-29,149,UPI,Failed
PAY0003893,SUB000568,USR000485,2025-08-28,149,Net Banking,Success
PAY0003894,SUB000568,USR000485,2025-09-27,149,Credit Card,Success
PAY0003895,SUB000568,USR000485,2025-10-27,149,UPI,Success
PAY0003896,SUB000568,USR000485,2025-11-26,149,Credit Card,Success
PAY0003897,SUB000568,USR000485,2025-12-26,149,UPI,Success
PAY0003898,SUB000569,USR000486,2025-02-04,499,Net Banking,Success
PAY0003899,SUB000569,USR000486,2025-03-06,499,UPI,Success
PAY0003900,SUB000569,USR000486,2025-04-05,499,Net Banking,Success
PAY0003901,SUB000569,USR000486,2025-05-05,499,UPI,Success
PAY0003902,SUB000569,USR000486,2025-06-04,499,UPI,Success
PAY0003903,SUB000569,USR000486,2025-07-04,499,UPI,Success
PAY0003904,SUB000570,USR000487,2025-03-09,499,UPI,Success
PAY0003905,SUB000570,USR000487,2025-04-08,499,Credit Card,Success
PAY0003906,SUB000570,USR000487,2025-05-08,499,Credit Card,Success
PAY0003907,SUB000570,USR000487,2025-06-07,499,Debit Card,Success
PAY0003908,SUB000570,USR000487,2025-07-07,499,UPI,Success
PAY0003909,SUB000570,USR000487,2025-08-06,499,UPI,Success
PAY0003910,SUB000570,USR000487,2025-09-05,499,Debit Card,Success
PAY0003911,SUB000570,USR000487,2025-10-05,499,Net Banking,Success
PAY0003912,SUB000570,USR000487,2025-11-04,499,UPI,Success
PAY0003913,SUB000570,USR000487,2025-12-04,499,Wallet,Success
PAY0003914,SUB000571,USR000488,2025-04-24,299,UPI,Success
PAY0003915,SUB000571,USR000488,2025-05-24,299,Debit Card,Success
PAY0003916,SUB000571,USR000488,2025-06-23,299,UPI,Success
PAY0003917,SUB000571,USR000488,2025-07-23,299,Credit Card,Success
PAY0003918,SUB000571,USR000488,2025-08-22,299,UPI,Success
PAY0003919,SUB000571,USR000488,2025-09-21,299,UPI,Success
PAY0003920,SUB000571,USR000488,2025-10-21,299,UPI,Success
PAY0003921,SUB000571,USR000488,2025-11-20,299,UPI,Success
PAY0003922,SUB000571,USR000488,2025-12-20,299,UPI,Success
PAY0003923,SUB000572,USR000489,2025-03-22,799,UPI,Success
PAY0003924,SUB000572,USR000489,2025-04-21,799,Net Banking,Success
PAY0003925,SUB000572,USR000489,2025-05-21,799,Credit Card,Success
PAY0003926,SUB000572,USR000489,2025-06-20,799,UPI,Success
PAY0003927,SUB000572,USR000489,2025-07-20,799,UPI,Success
PAY0003928,SUB000572,USR000489,2025-08-19,799,Debit Card,Success
PAY0003929,SUB000572,USR000489,2025-09-18,799,UPI,Success
PAY0003930,SUB000572,USR000489,2025-10-18,799,Net Banking,Success
PAY0003931,SUB000572,USR000489,2025-11-17,799,UPI,Success
PAY0003932,SUB000572,USR000489,2025-12-17,799,Wallet,Success
PAY0003933,SUB000573,USR000490,2025-04-05,499,UPI,Success
PAY0003934,SUB000573,USR000490,2025-05-05,499,UPI,Success
PAY0003935,SUB000573,USR000490,2025-06-04,499,UPI,Success
PAY0003936,SUB000573,USR000490,2025-07-04,499,Debit Card,Success
PAY0003937,SUB000573,USR000490,2025-08-03,499,UPI,Success
PAY0003938,SUB000573,USR000490,2025-09-02,499,UPI,Success
PAY0003939,SUB000573,USR000490,2025-10-02,499,Debit Card,Success
PAY0003940,SUB000573,USR000490,2025-11-01,499,UPI,Success
PAY0003941,SUB000573,USR000490,2025-12-01,499,Credit Card,Success
PAY0003942,SUB000573,USR000490,2025-12-31,499,Debit Card,Success
PAY0003943,SUB000574,USR000491,2025-04-14,299,Debit Card,Success
PAY0003944,SUB000574,USR000491,2025-05-14,299,Credit Card,Success
PAY0003945,SUB000574,USR000491,2025-06-13,299,Wallet,Success
PAY0003946,SUB000574,USR000491,2025-07-13,299,UPI,Success
PAY0003947,SUB000574,USR000491,2025-08-12,299,Credit Card,Success
PAY0003948,SUB000575,USR000492,2025-03-13,799,UPI,Success
PAY0003949,SUB000575,USR000492,2025-04-12,799,Credit Card,Success
PAY0003950,SUB000575,USR000492,2025-05-12,799,Wallet,Success
PAY0003951,SUB000575,USR000492,2025-06-11,799,UPI,Success
PAY0003952,SUB000575,USR000492,2025-07-11,799,UPI,Success
PAY0003953,SUB000575,USR000492,2025-08-10,799,Debit Card,Success
PAY0003954,SUB000575,USR000492,2025-09-09,799,Wallet,Success
PAY0003955,SUB000575,USR000492,2025-10-09,799,Credit Card,Success
PAY0003956,SUB000575,USR000492,2025-11-08,799,UPI,Success
PAY0003957,SUB000575,USR000492,2025-12-08,799,Net Banking,Success
PAY0003958,SUB000576,USR000493,2025-02-19,299,Credit Card,Success
PAY0003959,SUB000576,USR000493,2025-03-21,299,Credit Card,Success
PAY0003960,SUB000576,USR000493,2025-04-20,299,UPI,Success
PAY0003961,SUB000576,USR000493,2025-05-20,299,Credit Card,Failed
PAY0003962,SUB000576,USR000493,2025-06-19,299,UPI,Success
PAY0003963,SUB000576,USR000493,2025-07-19,299,UPI,Success
PAY0003964,SUB000576,USR000493,2025-08-18,299,UPI,Success
PAY0003965,SUB000576,USR000493,2025-09-17,299,Credit Card,Success
PAY0003966,SUB000576,USR000493,2025-10-17,299,Credit Card,Success
PAY0003967,SUB000576,USR000493,2025-11-16,299,Credit Card,Success
PAY0003968,SUB000577,USR000494,2025-05-16,299,Debit Card,Success
PAY0003969,SUB000577,USR000494,2025-06-15,299,Wallet,Success
PAY0003970,SUB000577,USR000494,2025-07-15,299,Debit Card,Success
PAY0003971,SUB000577,USR000494,2025-08-14,299,Credit Card,Success
PAY0003972,SUB000577,USR000494,2025-09-13,299,UPI,Failed
PAY0003973,SUB000578,USR000495,2025-01-03,499,Credit Card,Success
PAY0003974,SUB000578,USR000495,2025-02-02,499,Debit Card,Success
PAY0003975,SUB000578,USR000495,2025-03-04,499,Credit Card,Success
PAY0003976,SUB000578,USR000495,2025-04-03,499,UPI,Success
PAY0003977,SUB000578,USR000495,2025-05-03,499,Credit Card,Success
PAY0003978,SUB000578,USR000495,2025-06-02,499,Debit Card,Success
PAY0003979,SUB000579,USR000496,2025-03-26,499,UPI,Success
PAY0003980,SUB000579,USR000496,2025-04-25,499,Net Banking,Success
PAY0003981,SUB000579,USR000496,2025-05-25,499,Debit Card,Success
PAY0003982,SUB000579,USR000496,2025-06-24,499,Credit Card,Failed
PAY0003983,SUB000579,USR000496,2025-07-24,499,UPI,Success
PAY0003984,SUB000579,USR000496,2025-08-23,499,Net Banking,Success
PAY0003985,SUB000579,USR000496,2025-09-22,499,Credit Card,Success
PAY0003986,SUB000579,USR000496,2025-10-22,499,Credit Card,Success
PAY0003987,SUB000579,USR000496,2025-11-21,499,UPI,Success
PAY0003988,SUB000579,USR000496,2025-12-21,499,UPI,Success
PAY0003989,SUB000580,USR000496,2025-12-27,149,UPI,Success
PAY0003990,SUB000581,USR000497,2025-05-16,149,Debit Card,Success
PAY0003991,SUB000581,USR000497,2025-06-15,149,Net Banking,Success
PAY0003992,SUB000581,USR000497,2025-07-15,149,UPI,Success
PAY0003993,SUB000581,USR000497,2025-08-14,149,Wallet,Success
PAY0003994,SUB000581,USR000497,2025-09-13,149,UPI,Success
PAY0003995,SUB000581,USR000497,2025-10-13,149,Wallet,Failed
PAY0003996,SUB000581,USR000497,2025-11-12,149,Credit Card,Success
PAY0003997,SUB000581,USR000497,2025-12-12,149,UPI,Success
PAY0003998,SUB000582,USR000498,2025-07-05,799,Credit Card,Success
PAY0003999,SUB000582,USR000498,2025-08-04,799,Credit Card,Success
PAY0004000,SUB000582,USR000498,2025-09-03,799,UPI,Success
PAY0004001,SUB000582,USR000498,2025-10-03,799,Credit Card,Success
PAY0004002,SUB000582,USR000498,2025-11-02,799,UPI,Success
PAY0004003,SUB000582,USR000498,2025-12-02,799,Credit Card,Success
PAY0004004,SUB000583,USR000499,2025-04-02,499,UPI,Success
PAY0004005,SUB000583,USR000499,2025-05-02,499,Credit Card,Success
PAY0004006,SUB000583,USR000499,2025-06-01,499,Credit Card,Success
PAY0004007,SUB000583,USR000499,2025-07-01,499,Wallet,Success
PAY0004008,SUB000583,USR000499,2025-07-31,499,Wallet,Success
PAY0004009,SUB000583,USR000499,2025-08-30,499,Net Banking,Success
PAY0004010,SUB000583,USR000499,2025-09-29,499,UPI,Success
PAY0004011,SUB000583,USR000499,2025-10-29,499,UPI,Success
PAY0004012,SUB000583,USR000499,2025-11-28,499,Credit Card,Failed
PAY0004013,SUB000583,USR000499,2025-12-28,499,Credit Card,Success
PAY0004014,SUB000584,USR000500,2025-08-10,299,Net Banking,Success
PAY0004015,SUB000584,USR000500,2025-09-09,299,Net Banking,Success
PAY0004016,SUB000584,USR000500,2025-10-09,299,UPI,Success
PAY0004017,SUB000584,USR000500,2025-11-08,299,UPI,Success
PAY0004018,SUB000584,USR000500,2025-12-08,299,UPI,Failed
PAY0004019,SUB000585,USR000501,2025-02-16,299,UPI,Success
PAY0004020,SUB000585,USR000501,2025-03-18,299,Net Banking,Success
PAY0004021,SUB000585,USR000501,2025-04-17,299,UPI,Success
PAY0004022,SUB000585,USR000501,2025-05-17,299,Credit Card,Success
PAY0004023,SUB000585,USR000501,2025-06-16,299,Credit Card,Success
PAY0004024,SUB000585,USR000501,2025-07-16,299,Debit Card,Success
PAY0004025,SUB000585,USR000501,2025-08-15,299,UPI,Success
PAY0004026,SUB000585,USR000501,2025-09-14,299,Wallet,Success
PAY0004027,SUB000585,USR000501,2025-10-14,299,Debit Card,Success
PAY0004028,SUB000586,USR000501,2025-11-12,299,UPI,Success
PAY0004029,SUB000586,USR000501,2025-12-12,299,Debit Card,Failed
PAY0004030,SUB000587,USR000502,2025-05-02,149,UPI,Success
PAY0004031,SUB000587,USR000502,2025-06-01,149,Credit Card,Success
PAY0004032,SUB000587,USR000502,2025-07-01,149,Net Banking,Success
PAY0004033,SUB000587,USR000502,2025-07-31,149,UPI,Success
PAY0004034,SUB000587,USR000502,2025-08-30,149,Credit Card,Success
PAY0004035,SUB000587,USR000502,2025-09-29,149,Net Banking,Success
PAY0004036,SUB000587,USR000502,2025-10-29,149,UPI,Success
PAY0004037,SUB000587,USR000502,2025-11-28,149,UPI,Success
PAY0004038,SUB000587,USR000502,2025-12-28,149,Net Banking,Success
PAY0004039,SUB000588,USR000503,2025-04-06,499,UPI,Success
PAY0004040,SUB000588,USR000503,2025-05-06,499,Debit Card,Success
PAY0004041,SUB000588,USR000503,2025-06-05,499,Debit Card,Success
PAY0004042,SUB000588,USR000503,2025-07-05,499,UPI,Success
PAY0004043,SUB000588,USR000503,2025-08-04,499,Credit Card,Success
PAY0004044,SUB000588,USR000503,2025-09-03,499,UPI,Success
PAY0004045,SUB000588,USR000503,2025-10-03,499,Credit Card,Success
PAY0004046,SUB000588,USR000503,2025-11-02,499,Wallet,Success
PAY0004047,SUB000588,USR000503,2025-12-02,499,Credit Card,Success
PAY0004048,SUB000589,USR000504,2025-02-08,499,UPI,Success
PAY0004049,SUB000589,USR000504,2025-03-10,499,Net Banking,Success
PAY0004050,SUB000589,USR000504,2025-04-09,499,Credit Card,Success
PAY0004051,SUB000589,USR000504,2025-05-09,499,Wallet,Success
PAY0004052,SUB000589,USR000504,2025-06-08,499,Debit Card,Success
PAY0004053,SUB000589,USR000504,2025-07-08,499,Wallet,Success
PAY0004054,SUB000589,USR000504,2025-08-07,499,UPI,Success
PAY0004055,SUB000589,USR000504,2025-09-06,499,UPI,Success
PAY0004056,SUB000589,USR000504,2025-10-06,499,UPI,Success
PAY0004057,SUB000589,USR000504,2025-11-05,499,Credit Card,Success
PAY0004058,SUB000589,USR000504,2025-12-05,499,Credit Card,Success
PAY0004059,SUB000590,USR000505,2025-05-25,149,Wallet,Failed
PAY0004060,SUB000590,USR000505,2025-06-24,149,UPI,Success
PAY0004061,SUB000590,USR000505,2025-07-24,149,UPI,Success
PAY0004062,SUB000590,USR000505,2025-08-23,149,Debit Card,Success
PAY0004063,SUB000590,USR000505,2025-09-22,149,Wallet,Failed
PAY0004064,SUB000590,USR000505,2025-10-22,149,Debit Card,Success
PAY0004065,SUB000590,USR000505,2025-11-21,149,Debit Card,Success
PAY0004066,SUB000590,USR000505,2025-12-21,149,UPI,Success
PAY0004067,SUB000591,USR000506,2025-04-12,499,UPI,Success
PAY0004068,SUB000591,USR000506,2025-05-12,499,UPI,Success
PAY0004069,SUB000591,USR000506,2025-06-11,499,Debit Card,Failed
PAY0004070,SUB000591,USR000506,2025-07-11,499,Net Banking,Success
PAY0004071,SUB000592,USR000507,2025-02-11,149,UPI,Success
PAY0004072,SUB000592,USR000507,2025-03-13,149,Wallet,Success
PAY0004073,SUB000592,USR000507,2025-04-12,149,Credit Card,Failed
PAY0004074,SUB000592,USR000507,2025-05-12,149,Credit Card,Success
PAY0004075,SUB000592,USR000507,2025-06-11,149,Debit Card,Success
PAY0004076,SUB000592,USR000507,2025-07-11,149,UPI,Success
PAY0004077,SUB000592,USR000507,2025-08-10,149,Credit Card,Success
PAY0004078,SUB000592,USR000507,2025-09-09,149,UPI,Success
PAY0004079,SUB000592,USR000507,2025-10-09,149,Debit Card,Success
PAY0004080,SUB000593,USR000508,2025-05-15,799,Debit Card,Failed
PAY0004081,SUB000593,USR000508,2025-06-14,799,Credit Card,Success
PAY0004082,SUB000593,USR000508,2025-07-14,799,Credit Card,Success
PAY0004083,SUB000593,USR000508,2025-08-13,799,Wallet,Success
PAY0004084,SUB000593,USR000508,2025-09-12,799,Debit Card,Success
PAY0004085,SUB000593,USR000508,2025-10-12,799,UPI,Success
PAY0004086,SUB000593,USR000508,2025-11-11,799,UPI,Success
PAY0004087,SUB000594,USR000509,2025-01-28,799,UPI,Success
PAY0004088,SUB000594,USR000509,2025-02-27,799,UPI,Success
PAY0004089,SUB000594,USR000509,2025-03-29,799,Net Banking,Success
PAY0004090,SUB000594,USR000509,2025-04-28,799,Debit Card,Success
PAY0004091,SUB000594,USR000509,2025-05-28,799,Net Banking,Success
PAY0004092,SUB000594,USR000509,2025-06-27,799,UPI,Success
PAY0004093,SUB000595,USR000510,2025-06-02,499,Credit Card,Success
PAY0004094,SUB000595,USR000510,2025-07-02,499,UPI,Success
