subscription_id,user_id,plan_name,monthly_price_inr,start_date,end_date,status,auto_renew
SUB002579,USR002242,Standard,499,2025-03-17,2025-08-02,Cancelled,True
SUB002580,USR002243,Basic,299,2025-05-12,2026-01-01,Active,True
SUB002581,USR002244,Basic,299,2025-03-02,2026-01-01,Active,True
SUB002582,USR002245,Premium,799,2025-04-01,2025-07-10,Expired,False
SUB002583,USR002246,Basic,299,2025-05-07,2026-01-01,Active,True
SUB002584,USR002247,Premium,799,2025-07-14,2025-10-28,Expired,False
SUB002585,USR002248,Standard,499,2025-03-12,2026-01-01,Active,True
SUB002586,USR002249,Standard,499,2025-03-06,2025-07-08,Expired,False
SUB002587,USR002250,Mobile,149,2025-02-13,2025-10-24,Expired,True
SUB002588,USR002251,Basic,299,2025-04-05,2025-08-08,Cancelled,True
SUB002589,USR002252,Basic,299,2025-06-12,2026-01-01,Active,False
SUB002590,USR002253,Premium,799,2025-05-22,2025-10-15,Cancelled,True
SUB002591,USR002254,Standard,499,2025-05-22,2026-01-01,Active,False
SUB002592,USR002255,Mobile,149,2025-06-10,2026-01-01,Active,False
SUB002593,USR002256,Basic,299,2025-03-11,2026-01-01,Active,True
SUB002594,USR002257,Basic,299,2025-01-07,2025-06-30,Expired,True
SUB002595,USR002257,Standard,499,2025-07-01,2025-09-15,Expired,True
SUB002596,USR002258,Mobile,149,2025-03-08,2025-12-01,Expired,False
SUB002597,USR002259,Standard,499,2025-06-02,2025-10-01,Expired,True
SUB002598,USR002260,Mobile,149,2025-02-20,2026-01-01,Active,True
SUB002599,USR002261,Premium,799,2025-06-05,2025-09-14,Expired,False
SUB002600,USR002262,Standard,499,2025-04-08,2025-11-14,Expired,True
SUB002601,USR002263,Mobile,149,2025-04-20,2025-12-22,Cancelled,True
SUB002602,USR002263,Standard,499,2025-12-23,2026-01-01,Active,True
SUB002603,USR002264,Basic,299,2025-06-04,2025-11-17,Cancelled,False
SUB002604,USR002265,Mobile,149,2025-03-19,2026-01-01,Active,True
SUB002605,USR002266,Basic,299,2025-07-27,2026-01-01,Active,True
SUB002606,USR002267,Standard,499,2025-04-14,2025-10-03,Cancelled,False
SUB002607,USR002268,Premium,799,2025-08-02,2026-01-01,Active,True
SUB002608,USR002269,Standard,499,2025-04-23,2025-12-01,Expired,True
SUB002609,USR002269,Standard,499,2025-12-02,2026-01-01,Active,False
SUB002610,USR002270,Standard,499,2025-03-10,2026-01-01,Active,False
SUB002611,USR002271,Mobile,149,2025-05-31,2026-01-01,Active,True
SUB002612,USR002272,Basic,299,2025-04-26,2025-12-13,Expired,False
SUB002613,USR002272,Basic,299,2025-12-14,2026-01-01,Active,False
SUB002614,USR002273,Premium,799,2025-02-05,2025-09-07,Expired,False
SUB002615,USR002274,Premium,799,2025-07-16,2026-01-01,Active,True
SUB002616,USR002275,Standard,499,2025-05-09,2026-01-01,Active,True
SUB002617,USR002276,Standard,499,2025-07-18,2026-01-01,Active,True
SUB002618,USR002277,Mobile,149,2025-04-26,2026-01-01,Active,True
SUB002619,USR002278,Basic,299,2025-02-27,2025-09-19,Cancelled,True
SUB002620,USR002279,Mobile,149,2025-05-01,2026-01-01,Active,False
SUB002621,USR002280,Basic,299,2025-05-04,2025-11-12,Cancelled,True
SUB002622,USR002281,Basic,299,2025-03-09,2025-12-04,Cancelled,True
SUB002623,USR002282,Basic,299,2025-03-19,2025-09-04,Expired,True
SUB002624,USR002282,Standard,499,2025-09-05,2026-01-01,Active,True
SUB002625,USR002283,Mobile,149,2025-04-06,2025-12-18,Cancelled,True
SUB002626,USR002284,Basic,299,2025-07-18,2026-01-01,Active,True
SUB002627,USR002285,Premium,799,2025-01-21,2025-09-18,Cancelled,True
SUB002628,USR002285,Standard,499,2025-09-19,2026-01-01,Active,False
SUB002629,USR002286,Basic,299,2025-03-29,2025-09-20,Expired,True
SUB002630,USR002287,Basic,299,2025-07-09,2025-11-12,Expired,True
SUB002631,USR002287,Premium,799,2025-11-13,2026-01-01,Active,True
SUB002632,USR002288,Premium,799,2025-02-06,2025-09-23,Expired,True
SUB002633,USR002289,Standard,499,2025-10-16,2026-01-01,Active,False
SUB002634,USR002290,Basic,299,2025-06-08,2025-09-28,Cancelled,True
SUB002635,USR002290,Mobile,149,2025-09-29,2026-01-01,Active,False
SUB002636,USR002291,Standard,499,2025-02-15,2025-11-11,Cancelled,True
SUB002637,USR002292,Premium,799,2025-04-22,2025-11-19,Expired,True
SUB002638,USR002293,Premium,799,2025-03-05,2025-09-26,Cancelled,False
SUB002639,USR002294,Standard,499,2025-03-03,2025-06-29,Expired,True
SUB002640,USR002295,Premium,799,2025-04-28,2025-12-20,Cancelled,True
SUB002641,USR002296,Mobile,149,2025-01-16,2025-07-05,Cancelled,True
SUB002642,USR002296,Basic,299,2025-07-06,2026-01-01,Active,True
SUB002643,USR002297,Standard,499,2025-01-21,2026-01-01,Active,False
SUB002644,USR002298,Basic,299,2025-04-30,2025-08-04,Expired,True
SUB002645,USR002298,Mobile,149,2025-08-05,2026-01-01,Active,True
SUB002646,USR002299,Basic,299,2025-03-16,2025-08-12,Cancelled,True
SUB002647,USR002300,Premium,799,2025-05-13,2026-01-01,Active,True
SUB002648,USR002301,Premium,799,2025-04-14,2025-09-19,Expired,True
SUB002649,USR002302,Basic,299,2025-03-01,2025-11-24,Expired,False
SUB002650,USR002303,Premium,799,2025-05-23,2025-11-09,Expired,True
SUB002651,USR002304,Basic,299,2025-04-29,2025-12-11,Expired,True
SUB002652,USR002305,Basic,299,2025-09-29,2026-01-01,Active,True
SUB002653,USR002306,Standard,499,2025-03-15,2026-01-01,Active,True
SUB002654,USR002307,Premium,799,2025-02-10,2026-01-01,Active,True
SUB002655,USR002308,Basic,299,2025-06-22,2026-01-01,Active,True
SUB002656,USR002309,Standard,499,2025-04-04,2025-12-21,Expired,True
SUB002657,USR002310,Standard,499,2025-02-16,2026-01-01,Active,False
SUB002658,USR002311,Premium,799,2025-04-30,2025-09-05,Cancelled,True
SUB002659,USR002312,Standard,499,2025-04-29,2025-11-16,Cancelled,False
SUB002660,USR002313,Standard,499,2025-04-11,2025-11-23,Expired,False
SUB002661,USR002314,Standard,499,2025-05-18,2025-09-18,Expired,True
SUB002662,USR002315,Mobile,149,2025-03-12,2025-10-25,Expired,False
SUB002663,USR002316,Standard,499,2025-06-21,2025-10-28,Expired,True
SUB002664,USR002317,Premium,799,2025-05-10,2026-01-01,Active,True
SUB002665,USR002318,Mobile,149,2025-02-10,2025-09-21,Expired,True
SUB002666,USR002318,Standard,499,2025-09-22,2025-12-15,Cancelled,True
SUB002667,USR002319,Mobile,149,2025-05-22,2026-01-01,Active,False
SUB002668,USR002320,Standard,499,2025-03-20,2025-11-04,Cancelled,False
SUB002669,USR002321,Premium,799,2025-10-07,2026-01-01,Active,True
SUB002670,USR002322,Premium,799,2025-03-12,2026-01-01,Active,True
SUB002671,USR002323,Standard,499,2025-02-13,2025-07-14,Cancelled,False
SUB002672,USR002323,Basic,299,2025-07-15,2026-01-01,Active,False
SUB002673,USR002324,Mobile,149,2025-03-06,2025-06-11,Cancelled,True
SUB002674,USR002325,Standard,499,2025-04-01,2025-07-06,Expired,False
SUB002675,USR002326,Basic,299,2025-03-28,2026-01-01,Active,True
SUB002676,USR002327,Mobile,149,2025-05-18,2025-08-28,Expired,False
SUB002677,USR002328,Standard,499,2025-01-29,2025-05-23,Expired,True
SUB002678,USR002329,Basic,299,2025-02-21,2026-01-01,Active,True
SUB002679,USR002330,Basic,299,2025-04-15,2026-01-01,Active,True
SUB002680,USR002331,Premium,799,2025-02-04,2025-09-02,Cancelled,True
SUB002681,USR002332,Standard,499,2025-06-01,2026-01-01,Active,True
SUB002682,USR002333,Standard,499,2025-02-23,2025-08-14,Expired,False
SUB002683,USR002334,Standard,499,2025-03-17,2025-10-25,Cancelled,True
SUB002684,USR002334,Mobile,149,2025-10-26,2026-01-01,Active,False
SUB002685,USR002335,Standard,499,2025-02-04,2025-08-10,Expired,False
SUB002686,USR002336,Standard,499,2025-01-31,2025-09-14,Expired,True
SUB002687,USR002337,Basic,299,2025-06-30,2025-11-05,Cancelled,True
SUB002688,USR002338,Mobile,149,2025-03-30,2025-10-31,Cancelled,True
SUB002689,USR002338,Premium,799,2025-11-01,2026-01-01,Active,True
SUB002690,USR002339,Basic,299,2025-02-27,2025-07-28,Expired,True
SUB002691,USR002339,Basic,299,2025-07-29,2026-01-01,Active,True
SUB002692,USR002340,Basic,299,2025-06-04,2026-01-01,Active,True
SUB002693,USR002341,Basic,299,2025-09-21,2026-01-01,Active,True
SUB002694,USR002342,Basic,299,2025-03-28,2025-08-16,Expired,True
SUB002695,USR002342,Mobile,149,2025-08-17,2026-01-01,Active,True
SUB002696,USR002343,Premium,799,2025-06-21,2026-01-01,Active,True
SUB002697,USR002344,Standard,499,2025-06-17,2026-01-01,Active,True
SUB002698,USR002345,Premium,799,2025-04-30,2026-01-01,Active,False
SUB002699,USR002346,Mobile,149,2025-04-01,2025-10-03,Expired,True
SUB002700,USR002347,Premium,799,2025-08-27,2026-01-01,Active,False
SUB002701,USR002348,Basic,299,2025-02-11,2025-09-17,Expired,True
SUB002702,USR002348,Mobile,149,2025-09-18,2025-11-20,Expired,False
SUB002703,USR002349,Basic,299,2025-07-17,2025-11-02,Cancelled,True
SUB002704,USR002350,Premium,799,2025-03-25,2025-09-03,Expired,True
SUB002705,USR002351,Standard,499,2025-03-14,2026-01-01,Active,True
SUB002706,USR002352,Basic,299,2025-02-02,2025-11-15,Expired,True
SUB002707,USR002353,Basic,299,2025-03-25,2026-01-01,Active,True
SUB002708,USR002354,Basic,299,2025-02-10,2025-08-02,Cancelled,True
SUB002709,USR002355,Mobile,149,2025-06-27,2025-12-23,Expired,True
SUB002710,USR002356,Mobile,149,2025-04-20,2025-11-01,Expired,False
SUB002711,USR002356,Standard,499,2025-11-02,2026-01-01,Active,False
SUB002712,USR002357,Standard,499,2025-05-22,2025-09-05,Cancelled,False
SUB002713,USR002357,Standard,499,2025-09-06,2025-12-09,Cancelled,True
SUB002714,USR002358,Mobile,149,2025-03-23,2025-07-04,Expired,True
SUB002715,USR002359,Premium,799,2025-05-26,2025-09-02,Cancelled,False
SUB002716,USR002360,Standard,499,2025-02-25,2025-10-09,Expired,True
SUB002717,USR002361,Mobile,149,2025-03-13,2025-07-29,Expired,True
SUB002718,USR002362,Mobile,149,2025-02-23,2025-09-12,Cancelled,False
SUB002719,USR002363,Mobile,149,2025-05-27,2026-01-01,Active,True
SUB002720,USR002364,Basic,299,2025-03-06,2026-01-01,Active,False
SUB002721,USR002365,Premium,799,2025-05-25,2026-01-01,Active,True
SUB002722,USR002366,Basic,299,2025-01-09,2025-12-11,Cancelled,False
SUB002723,USR002366,Standard,499,2025-12-12,2026-01-01,Active,True
SUB002724,USR002367,Basic,299,2025-08-02,2026-01-01,Active,True
SUB002725,USR002368,Standard,499,2025-03-26,2026-01-01,Active,True
SUB002726,USR002369,Mobile,149,2025-05-28,2026-01-01,Active,True
SUB002727,USR002370,Standard,499,2025-01-09,2025-10-03,Cancelled,True
SUB002728,USR002371,Premium,799,2025-01-21,2025-07-02,Cancelled,True
SUB002729,USR002371,Standard,499,2025-07-03,2026-01-01,Active,True
SUB002730,USR002372,Basic,299,2025-08-15,2026-01-01,Active,True
SUB002731,USR002373,Basic,299,2025-02-15,2025-09-22,Expired,True
SUB002732,USR002373,Basic,299,2025-09-23,2026-01-01,Active,False
SUB002733,USR002374,Standard,499,2025-05-09,2026-01-01,Active,True
SUB002734,USR002375,Premium,799,2025-06-26,2026-01-01,Active,True
SUB002735,USR002376,Basic,299,2025-02-18,2025-11-28,Cancelled,True
SUB002736,USR002376,Standard,499,2025-11-29,2026-01-01,Active,True
SUB002737,USR002377,Standard,499,2025-10-07,2026-01-01,Active,False
SUB002738,USR002378,Standard,499,2025-02-27,2025-10-21,Expired,True
SUB002739,USR002379,Standard,499,2025-04-05,2026-01-01,Active,False
SUB002740,USR002380,Standard,499,2025-02-09,2026-01-01,Active,True
SUB002741,USR002381,Mobile,149,2025-08-08,2026-01-01,Active,True
SUB002742,USR002382,Standard,499,2025-04-14,2026-01-01,Active,True
SUB002743,USR002383,Mobile,149,2025-04-03,2026-01-01,Active,True
SUB002744,USR002384,Premium,799,2025-02-06,2025-10-12,Expired,True
SUB002745,USR002384,Basic,299,2025-10-13,2026-01-01,Active,True
SUB002746,USR002385,Premium,799,2025-04-27,2026-01-01,Active,False
SUB002747,USR002386,Basic,299,2025-02-06,2025-06-10,Expired,True
SUB002748,USR002387,Premium,799,2025-02-07,2025-08-31,Expired,True
SUB002749,USR002388,Standard,499,2025-02-26,2026-01-01,Active,True
SUB002750,USR002389,Mobile,149,2025-01-15,2026-01-01,Active,True
SUB002751,USR002390,Basic,299,2025-02-06,2026-01-01,Active,True
SUB002752,USR002391,Mobile,149,2025-04-20,2025-12-09,Expired,True
SUB002753,USR002392,Basic,299,2025-04-17,2026-01-01,Active,True
SUB002754,USR002393,Standard,499,2025-02-10,2025-11-21,Expired,True
SUB002755,USR002394,Premium,799,2025-05-14,2026-01-01,Active,True
SUB002756,USR002395,Standard,499,2025-05-30,2026-01-01,Active,True
SUB002757,USR002396,Premium,799,2025-06-07,2025-11-13,Cancelled,True
SUB002758,USR002397,Mobile,149,2025-06-30,2025-10-13,Cancelled,False
SUB002759,USR002398,Standard,499,2025-03-22,2026-01-01,Active,True
SUB002760,USR002399,Basic,299,2025-03-04,2025-11-13,Expired,True
SUB002761,USR002400,Basic,299,2025-04-04,2026-01-01,Active,False
SUB002762,USR002401,Standard,499,2025-04-26,2026-01-01,Active,True
SUB002763,USR002402,Standard,499,2025-06-06,2025-09-11,Cancelled,True
SUB002764,USR002403,Premium,799,2025-01-23,2026-01-01,Active,True
SUB002765,USR002404,Basic,299,2025-05-12,2025-11-07,Expired,False
SUB002766,USR002404,Premium,799,2025-11-08,2026-01-01,Active,False
SUB002767,USR002405,Standard,499,2025-03-22,2026-01-01,Active,True
SUB002768,USR002406,Mobile,149,2025-04-01,2025-11-29,Cancelled,False
SUB002769,USR002407,Basic,299,2025-04-08,2026-01-01,Active,True
SUB002770,USR002408,Standard,499,2025-02-26,2025-06-28,Cancelled,True
SUB002771,USR002409,Basic,299,2025-04-20,2025-11-16,Expired,True
SUB002772,USR002409,Basic,299,2025-11-17,2026-01-01,Active,True
SUB002773,USR002410,Basic,299,2025-05-04,2025-11-18,Expired,False
SUB002774,USR002411,Mobile,149,2025-04-30,2026-01-01,Active,True
SUB002775,USR002412,Mobile,149,2025-03-12,2025-07-15,Cancelled,True
SUB002776,USR002413,Basic,299,2025-03-22,2025-08-06,Expired,True
SUB002777,USR002414,Mobile,149,2025-01-18,2026-01-01,Active,True
SUB002778,USR002415,Premium,799,2025-02-22,2025-12-20,Cancelled,False
SUB002779,USR002416,Standard,499,2025-01-30,2026-01-01,Active,False
SUB002780,USR002417,Basic,299,2025-06-05,2026-01-01,Active,True
SUB002781,USR002418,Standard,499,2025-03-05,2026-01-01,Active,True
SUB002782,USR002419,Premium,799,2025-04-20,2025-09-03,Expired,True
SUB002783,USR002419,Premium,799,2025-09-04,2026-01-01,Active,False
SUB002784,USR002420,Basic,299,2025-04-11,2025-11-12,Cancelled,True
SUB002785,USR002421,Mobile,149,2025-03-28,2026-01-01,Active,True
SUB002786,USR002422,Basic,299,2025-02-10,2026-01-01,Active,True
SUB002787,USR002423,Basic,299,2025-03-18,2025-09-29,Expired,False
SUB002788,USR002423,Basic,299,2025-09-30,2026-01-01,Active,False
SUB002789,USR002424,Standard,499,2025-07-01,2025-12-28,Cancelled,True
SUB002790,USR002424,Basic,299,2025-12-29,2026-01-01,Active,False
SUB002791,USR002425,Standard,499,2025-06-03,2025-10-07,Cancelled,True
SUB002792,USR002426,Standard,499,2025-07-17,2026-01-01,Active,False
SUB002793,USR002427,Basic,299,2025-07-31,2026-01-01,Active,True
SUB002794,USR002428,Mobile,149,2025-04-02,2026-01-01,Active,True
SUB002795,USR002429,Basic,299,2025-06-13,2026-01-01,Active,False
SUB002796,USR002430,Basic,299,2025-03-20,2026-01-01,Active,True
SUB002797,USR002431,Premium,799,2025-04-18,2026-01-01,Active,True
SUB002798,USR002432,Standard,499,2025-04-16,2025-10-25,Expired,True
SUB002799,USR002433,Standard,499,2025-05-26,2025-09-20,Expired,True
SUB002800,USR002433,Basic,299,2025-09-21,2025-12-04,Expired,True
SUB002801,USR002434,Premium,799,2025-06-27,2025-10-23,Expired,False
SUB002802,USR002434,Basic,299,2025-10-24,2026-01-01,Active,True
SUB002803,USR002435,Standard,499,2025-04-07,2025-10-14,Expired,False
SUB002804,USR002436,Standard,499,2025-04-20,2026-01-01,Active,True
SUB002805,USR002437,Basic,299,2025-03-31,2026-01-01,Active,False
SUB002806,USR002438,Standard,499,2025-04-18,2026-01-01,Active,False
SUB002807,USR002439,Basic,299,2025-04-19,2025-08-18,Expired,True
SUB002808,USR002440,Standard,499,2025-05-18,2025-09-03,Expired,True
SUB002809,USR002441,Standard,499,2025-02-23,2026-01-01,Active,True
SUB002810,USR002442,Premium,799,2025-03-03,2025-11-14,Expired,True
SUB002811,USR002442,Mobile,149,2025-11-15,2026-01-01,Active,True
SUB002812,USR002443,Standard,499,2025-06-17,2026-01-01,Active,False
SUB002813,USR002444,Mobile,149,2025-05-05,2025-10-07,Expired,True
SUB002814,USR002444,Mobile,149,2025-10-08,2026-01-01,Active,True
SUB002815,USR002445,Basic,299,2025-03-21,2026-01-01,Active,False
SUB002816,USR002446,Basic,299,2025-08-10,2026-01-01,Active,True
SUB002817,USR002447,Standard,499,2025-01-15,2025-05-19,Expired,True
SUB002818,USR002448,Basic,299,2025-04-10,2026-01-01,Active,True
SUB002819,USR002449,Mobile,149,2025-04-04,2026-01-01,Active,True
SUB002820,USR002450,Basic,299,2025-06-18,2026-01-01,Active,True
SUB002821,USR002451,Basic,299,2025-03-31,2025-09-03,Expired,True
SUB002822,USR002452,Premium,799,2025-04-07,2026-01-01,Active,True
SUB002823,USR002453,Mobile,149,2025-05-04,2025-10-16,Cancelled,True
SUB002824,USR002453,Basic,299,2025-10-17,2026-01-01,Active,True
SUB002825,USR002454,Premium,799,2025-02-13,2026-01-01,Active,True
SUB002826,USR002455,Standard,499,2025-04-24,2025-10-30,Expired,False
SUB002827,USR002456,Basic,299,2025-04-18,2026-01-01,Active,False
SUB002828,USR002457,Standard,499,2025-07-05,2026-01-01,Active,True
SUB002829,USR002458,Basic,299,2025-09-05,2025-12-21,Expired,True
SUB002830,USR002459,Basic,299,2025-07-02,2025-10-05,Cancelled,False
SUB002831,USR002459,Premium,799,2025-10-06,2026-01-01,Active,True
SUB002832,USR002460,Premium,799,2025-03-28,2026-01-01,Active,True
SUB002833,USR002461,Standard,499,2025-02-16,2025-11-12,Cancelled,False
SUB002834,USR002461,Basic,299,2025-11-13,2026-01-01,Active,True
SUB002835,USR002462,Mobile,149,2025-03-08,2025-06-06,Expired,True
SUB002836,USR002463,Premium,799,2025-03-08,2025-10-13,Expired,True
SUB002837,USR002464,Basic,299,2025-02-10,2026-01-01,Active,False
SUB002838,USR002465,Premium,799,2025-06-25,2026-01-01,Active,True
SUB002839,USR002466,Basic,299,2025-06-08,2025-12-27,Cancelled,True
SUB002840,USR002466,Basic,299,2025-12-28,2026-01-01,Active,False
SUB002841,USR002467,Basic,299,2025-04-11,2026-01-01,Active,True
SUB002842,USR002468,Mobile,149,2025-04-02,2026-01-01,Active,False
SUB002843,USR002469,Mobile,149,2025-05-24,2025-09-29,Expired,True
SUB002844,USR002470,Basic,299,2025-04-21,2026-01-01,Active,False
SUB002845,USR002471,Basic,299,2025-03-25,2025-11-30,Cancelled,True
SUB002846,USR002472,Standard,499,2025-03-28,2025-06-30,Expired,False
SUB002847,USR002473,Basic,299,2025-06-23,2026-01-01,Active,True
SUB002848,USR002474,Premium,799,2025-03-01,2026-01-01,Active,True
SUB002849,USR002475,Basic,299,2025-06-17,2026-01-01,Active,True
SUB002850,USR002476,Premium,799,2025-05-07,2026-01-01,Active,True
SUB002851,USR002477,Standard,499,2025-08-04,2026-01-01,Active,True
SUB002852,USR002478,Mobile,149,2025-03-24,2025-11-21,Expired,False
SUB002853,USR002479,Basic,299,2025-02-10,2025-08-23,Expired,True
SUB002854,USR002480,Standard,499,2025-05-03,2026-01-01,Active,True
SUB002855,USR002481,Standard,499,2025-02-21,2025-11-23,Expired,True
SUB002856,USR002482,Standard,499,2025-02-19,2026-01-01,Active,True
SUB002857,USR002483,Premium,799,2025-07-21,2026-01-01,Active,False
SUB002858,USR002484,Basic,299,2025-07-03,2026-01-01,Active,True
SUB002859,USR002485,Basic,299,2025-04-09,2026-01-01,Active,True
SUB002860,USR002486,Standard,499,2025-04-18,2025-08-26,Cancelled,True
SUB002861,USR002487,Basic,299,2025-04-16,2026-01-01,Active,True
SUB002862,USR002488,Standard,499,2025-05-26,2026-01-01,Active,True
SUB002863,USR002489,Standard,499,2025-03-23,2026-01-01,Active,True
SUB002864,USR002490,Standard,499,2025-01-06,2026-01-01,Active,False
SUB002865,USR002491,Standard,499,2025-02-05,2026-01-01,Active,True
SUB002866,USR002492,Premium,799,2025-03-08,2025-11-18,Cancelled,True
SUB002867,USR002492,Basic,299,2025-11-19,2026-01-01,Active,True
SUB002868,USR002493,Standard,499,2025-03-24,2025-11-14,Cancelled,True
SUB002869,USR002494,Standard,499,2025-05-30,2026-01-01,Active,True
SUB002870,USR002495,Basic,299,2025-07-06,2026-01-01,Active,True
SUB002871,USR002496,Standard,499,2025-03-07,2025-10-09,Cancelled,False
SUB002872,USR002497,Basic,299,2025-04-15,2025-10-25,Expired,False
SUB002873,USR002497,Mobile,149,2025-10-26,2026-01-01,Active,True
SUB002874,USR002498,Premium,799,2025-06-03,2026-01-01,Active,True
SUB002875,USR002499,Basic,299,2025-03-08,2025-08-25,Cancelled,False
SUB002876,USR002500,Basic,299,2025-06-29,2025-09-27,Expired,True
SUB002877,USR002501,Basic,299,2025-02-02,2025-12-29,Cancelled,False
SUB002878,USR002501,Standard,499,2025-12-30,2026-01-01,Active,True
SUB002879,USR002502,Basic,299,2025-04-08,2026-01-01,Active,False
SUB002880,USR002503,Standard,499,2025-04-07,2026-01-01,Active,False
SUB002881,USR002504,Premium,799,2025-05-24,2026-01-01,Active,True
SUB002882,USR002505,Standard,499,2025-02-14,2026-01-01,Active,True
SUB002883,USR002506,Basic,299,2025-06-26,2025-09-29,Cancelled,True
SUB002884,USR002507,Premium,799,2025-05-27,2025-09-17,Expired,True
SUB002885,USR002508,Mobile,149,2025-04-19,2026-01-01,Active,False
SUB002886,USR002509,Premium,799,2025-03-27,2025-07-08,Cancelled,True
SUB002887,USR002509,Basic,299,2025-07-09,2025-11-05,Cancelled,True
SUB002888,USR002510,Basic,299,2025-05-12,2026-01-01,Active,True
SUB002889,USR002511,Basic,299,2025-06-06,2025-09-12,Expired,True
SUB002890,USR002512,Standard,499,2025-06-10,2026-01-01,Active,True
SUB002891,USR002513,Basic,299,2025-03-15,2025-09-25,Expired,True
SUB002892,USR002514,Basic,299,2025-02-27,2025-07-13,Expired,True
SUB002893,USR002514,Premium,799,2025-07-14,2026-01-01,Active,True
SUB002894,USR002515,Basic,299,2025-03-02,2025-11-08,Cancelled,True
SUB002895,USR002516,Basic,299,2025-06-14,2026-01-01,Active,True
SUB002896,USR002517,Mobile,149,2025-04-05,2026-01-01,Active,True
SUB002897,USR002518,Basic,299,2025-02-17,2026-01-01,Active,False
SUB002898,USR002519,Basic,299,2025-05-27,2025-11-30,Cancelled,True
SUB002899,USR002519,Basic,299,2025-12-01,2026-01-01,Active,True
SUB002900,USR002520,Mobile,149,2025-05-28,2026-01-01,Active,True
SUB002901,USR002521,Standard,499,2025-03-26,2025-09-25,Expired,False
SUB002902,USR002522,Basic,299,2025-02-06,2025-12-23,Cancelled,True
SUB002903,USR002523,Standard,499,2025-09-22,2026-01-01,Active,True
SUB002904,USR002524,Mobile,149,2025-04-06,2025-11-05,Cancelled,False
SUB002905,USR002525,Mobile,149,2025-05-17,2025-09-02,Expired,True
SUB002906,USR002526,Standard,499,2025-04-01,2026-01-01,Active,True
SUB002907,USR002527,Standard,499,2025-03-01,2026-01-01,Active,False
SUB002908,USR002528,Mobile,149,2025-05-09,2026-01-01,Active,True
SUB002909,USR002529,Basic,299,2025-02-15,2025-12-06,Expired,True
SUB002910,USR002530,Basic,299,2025-05-20,2026-01-01,Active,True
SUB002911,USR002531,Premium,799,2025-08-08,2026-01-01,Active,True
SUB002912,USR002532,Basic,299,2025-03-27,2026-01-01,Active,True
SUB002913,USR002533,Premium,799,2025-03-13,2025-08-16,Expired,False
SUB002914,USR002534,Mobile,149,2025-02-21,2026-01-01,Active,True
SUB002915,USR002535,Standard,499,2025-03-19,2025-06-30,Expired,False
SUB002916,USR002535,Standard,499,2025-07-01,2025-10-07,Cancelled,True
SUB002917,USR002536,Standard,499,2025-03-29,2026-01-01,Active,True
SUB002918,USR002537,Mobile,149,2025-07-03,2026-01-01,Active,False
SUB002919,USR002538,Basic,299,2025-05-09,2026-01-01,Active,True
SUB002920,USR002539,Premium,799,2025-06-10,2026-01-01,Active,True
SUB002921,USR002540,Basic,299,2025-03-15,2026-01-01,Active,True
SUB002922,USR002541,Standard,499,2025-04-26,2025-09-21,Cancelled,True
SUB002923,USR002542,Basic,299,2025-05-03,2026-01-01,Active,True
SUB002924,USR002543,Mobile,149,2025-01-16,2025-09-04,Expired,True
SUB002925,USR002544,Mobile,149,2025-01-18,2025-09-24,Expired,True
SUB002926,USR002545,Standard,499,2025-01-20,2026-01-01,Active,True
SUB002927,USR002546,Mobile,149,2025-04-01,2026-01-01,Active,True
SUB002928,USR002547,Standard,499,2025-06-08,2026-01-01,Active,True
SUB002929,USR002548,Basic,299,2025-02-26,2026-01-01,Active,True
SUB002930,USR002549,Premium,799,2025-02-08,2026-01-01,Active,False
SUB002931,USR002550,Basic,299,2025-03-13,2025-12-29,Cancelled,True
SUB002932,USR002550,Basic,299,2025-12-30,2026-01-01,Active,True
SUB002933,USR002551,Basic,299,2025-04-07,2026-01-01,Active,False
SUB002934,USR002552,Mobile,149,2025-02-27,2025-09-18,Cancelled,True
SUB002935,USR002553,Standard,499,2025-02-12,2026-01-01,Active,True
SUB002936,USR002554,Standard,499,2025-02-09,2026-01-01,Active,True
SUB002937,USR002555,Basic,299,2025-09-07,2026-01-01,Active,True
SUB002938,USR002556,Mobile,149,2025-02-01,2025-05-19,Expired,True
SUB002939,USR002557,Premium,799,2025-05-16,2026-01-01,Active,True
SUB002940,USR002558,Premium,799,2025-08-27,2026-01-01,Active,False
SUB002941,USR002559,Standard,499,2025-06-21,2026-01-01,Active,True
SUB002942,USR002560,Mobile,149,2025-02-11,2025-05-17,Expired,True
SUB002943,USR002560,Basic,299,2025-05-18,2025-12-08,Expired,True
SUB002944,USR002561,Mobile,149,2025-07-31,2026-01-01,Active,True
SUB002945,USR002562,Basic,299,2025-02-03,2025-11-28,Cancelled,True
SUB002946,USR002563,Premium,799,2025-03-10,2026-01-01,Active,True
SUB002947,USR002564,Standard,499,2025-03-30,2026-01-01,Active,True
SUB002948,USR002565,Basic,299,2025-02-14,2025-10-28,Expired,False
SUB002949,USR002566,Mobile,149,2025-04-22,2026-01-01,Active,True
SUB002950,USR002567,Basic,299,2025-02-28,2025-12-30,Cancelled,True
SUB002951,USR002568,Basic,299,2025-08-30,2026-01-01,Active,True
SUB002952,USR002569,Standard,499,2025-03-27,2026-01-01,Active,True
SUB002953,USR002570,Standard,499,2025-06-08,2026-01-01,Active,False
SUB002954,USR002571,Basic,299,2025-08-09,2026-01-01,Active,True
SUB002955,USR002572,Basic,299,2025-05-13,2026-01-01,Active,True
