session_id,user_id,content_id,started_at,watch_minutes,session_status,discovery_source,video_quality,device_id,completion_pct
SES0060089,USR006819,CNT00542,2025-09-05 11:07:29,40,Completed,Search,720p,DEV011245,54.1
SES0060090,USR004309,CNT00536,2025-05-10 18:16:10,97,Completed,Auto,1080p,DEV011185,93.3
SES0060091,USR008556,CNT00536,2025-04-21 10:57:46,162,Completed,Recommendation,1080p,DEV006491,100.0
SES0060092,USR006234,CNT00542,2025-05-19 14:13:28,96,Completed,Continue Watching,1080p,DEV005015,100.0
SES0060093,USR009815,CNT00536,2025-10-01 20:00:44,39,Completed,Auto,720p,DEV007406,37.5
SES0060094,USR000161,CNT00542,2025-05-13 17:18:48,157,Completed,Continue Watching,1080p,DEV013870,100.0
SES0060095,USR004505,CNT00536,2025-02-22 18:47:59,152,Stopped,Recommendation,1080p,DEV000829,100.0
SES0060096,USR004506,CNT01694,2025-03-01 13:00:02,10,Stopped,Trending,4K,DEV000175,8.1
SES0060097,USR006360,CNT00536,2025-11-15 19:48:37,14,Completed,Recommendation,4K,DEV004864,13.5
SES0060098,USR008450,CNT00536,2025-06-04 17:45:13,49,Completed,Search,4K,DEV010247,47.1
SES0060099,USR002292,CNT00536,2025-06-14 19:01:44,115,Completed,Continue Watching,720p,DEV001923,100.0
SES0060100,USR005909,CNT01694,2025-01-20 19:40:11,60,Completed,Recommendation,720p,DEV006432,48.4
SES0060101,USR002218,CNT00536,2025-09-06 08:27:16,50,Stopped,Continue Watching,1080p,DEV001367,48.1
SES0060102,USR003079,CNT00536,2025-10-05 15:35:30,64,Stopped,Recommendation,4K,DEV008633,61.5
SES0060103,USR009640,CNT01876,2025-12-23 14:01:40,70,Completed,Trending,480p,DEV004260,45.8
SES0060104,USR009603,CNT00536,2025-03-13 14:40:13,77,Completed,Continue Watching,1080p,DEV006298,74.0
SES0060105,USR002017,CNT00542,2025-12-05 19:46:41,180,Completed,Search,1080p,DEV010380,100.0
SES0060106,USR003190,CNT00536,2025-10-10 18:19:02,95,Completed,Recommendation,1080p,DEV006586,91.3
SES0060107,USR007177,CNT01694,2025-08-17 17:25:09,131,Abandoned,Recommendation,4K,DEV012144,100.0
SES0060108,USR004818,CNT00763,2025-10-01 21:51:07,104,Completed,Recommendation,1080p,DEV009661,99.0
SES0060109,USR004718,CNT01481,2025-05-25 12:51:26,41,Completed,Trending,1080p,DEV012197,43.2
SES0060110,USR001120,CNT01621,2025-08-02 11:05:58,40,Abandoned,Trending,4K,DEV002917,41.2
SES0060111,USR004675,CNT00536,2025-04-02 23:45:11,101,Stopped,Continue Watching,1080p,DEV000639,97.1
SES0060112,USR009184,CNT00536,2025-01-08 23:36:51,86,Completed,Continue Watching,720p,DEV005560,82.7
SES0060113,USR008968,CNT01694,2025-05-01 10:06:05,24,Completed,Recommendation,1080p,DEV012524,19.4
SES0060114,USR004470,CNT00423,2025-08-09 19:45:16,92,Completed,Auto,1080p,DEV007230,60.9
SES0060115,USR004016,CNT00536,2025-03-28 10:04:37,172,Completed,Trending,720p,DEV013175,100.0
SES0060116,USR009546,CNT01892,2025-01-14 19:09:08,180,Completed,Search,4K,DEV003929,100.0
SES0060117,USR002160,CNT01497,2025-04-12 14:03:34,79,Completed,Continue Watching,1080p,DEV011699,63.7
SES0060118,USR008160,CNT00536,2025-08-09 16:34:25,84,Stopped,Recommendation,1080p,DEV014419,80.8
SES0060119,USR002764,CNT00536,2025-06-14 15:36:54,52,Completed,Trending,1080p,DEV014820,50.0
SES0060120,USR007724,CNT00536,2025-06-30 13:32:31,136,Completed,Trending,720p,DEV004647,100.0
SES0060121,USR005923,CNT00501,2025-10-16 13:42:37,18,Completed,Trending,4K,DEV003355,10.4
SES0060122,USR002822,CNT00428,2025-05-17 10:08:40,95,Abandoned,Recommendation,1080p,DEV004021,53.4
SES0060123,USR006370,CNT00973,2025-09-25 14:43:54,73,Completed,Recommendation,1080p,DEV002116,50.0
SES0060124,USR002095,CNT00536,2025-04-30 08:57:57,24,Stopped,Continue Watching,480p,DEV003333,23.1
SES0060125,USR007516,CNT00542,2025-09-17 16:09:13,36,Completed,Recommendation,720p,DEV000533,48.6
SES0060126,USR006200,CNT01481,2025-06-03 11:54:42,65,Completed,Recommendation,1080p,DEV002071,68.4
SES0060127,USR006376,CNT01184,2025-04-01 23:18:35,139,Completed,Recommendation,720p,DEV006437,100.0
SES0060128,USR001088,CNT01694,2025-04-17 13:37:03,95,Completed,Recommendation,1080p,DEV008615,76.6
SES0060129,USR008305,CNT00662,2025-12-23 22:55:31,26,Abandoned,Search,1080p,DEV011007,22.2
SES0060130,USR009888,CNT00536,2025-01-05 17:06:47,17,Completed,Continue Watching,1080p,DEV007032,16.3
SES0060131,USR000569,CNT00536,2025-10-26 10:33:47,38,Abandoned,Recommendation,1080p,DEV013936,36.5
SES0060132,USR001591,CNT00542,2025-02-03 17:04:55,123,Completed,Search,720p,DEV007683,100.0
SES0060133,USR004312,CNT00423,2025-09-27 17:49:38,56,Stopped,Recommendation,480p,DEV009952,37.1
SES0060134,USR004304,CNT01481,2025-06-04 17:59:07,159,Abandoned,Recommendation,720p,DEV005169,100.0
SES0060135,USR003322,CNT00542,2025-02-21 07:54:27,76,Completed,Continue Watching,4K,DEV001992,100.0
SES0060136,USR007767,CNT01481,2025-06-03 15:44:34,112,Completed,Continue Watching,1080p,DEV007927,100.0
SES0060137,USR007408,CNT00542,2025-02-05 11:21:05,72,Stopped,Continue Watching,4K,DEV005221,97.3
SES0060138,USR002123,CNT01789,2025-08-15 14:55:39,30,Abandoned,Search,1080p,DEV013636,22.4
SES0060139,USR005571,CNT00536,2025-05-22 09:13:09,66,Completed,Recommendation,480p,DEV001634,63.5
SES0060140,USR000595,CNT00536,2025-10-01 09:54:43,128,Stopped,Search,720p,DEV014747,100.0
SES0060141,USR007759,CNT00423,2025-11-15 13:15:43,180,Completed,Recommendation,720p,DEV005086,100.0
SES0060142,USR006549,CNT00536,2025-10-25 20:02:59,180,Completed,Trending,480p,DEV014134,100.0
SES0060143,USR003866,CNT01481,2025-12-25 15:13:45,45,Abandoned,Continue Watching,720p,DEV010945,47.4
SES0060144,USR002956,CNT01305,2025-10-05 14:30:16,72,Completed,Trending,480p,DEV005529,51.1
SES0060145,USR002688,CNT00423,2025-01-04 17:29:11,46,Stopped,Recommendation,720p,DEV011196,30.5
SES0060146,USR009015,CNT00536,2025-04-28 13:17:30,79,Completed,Recommendation,1080p,DEV002499,76.0
SES0060147,USR008008,CNT00536,2025-12-09 13:35:43,79,Completed,Trending,1080p,DEV007603,76.0
SES0060148,USR006609,CNT01305,2025-10-15 17:40:14,98,Completed,Auto,4K,DEV014765,69.5
SES0060149,USR006697,CNT00423,2025-10-16 12:33:34,118,Completed,Trending,1080p,DEV006637,78.1
SES0060150,USR008841,CNT00536,2025-02-24 12:45:50,130,Completed,Continue Watching,4K,DEV011022,100.0
SES0060151,USR007196,CNT00536,2025-03-25 20:26:33,48,Abandoned,Recommendation,1080p,DEV007417,46.2
SES0060152,USR000746,CNT00542,2025-10-27 18:31:59,50,Completed,Recommendation,720p,DEV004919,67.6
SES0060153,USR001176,CNT00536,2025-09-28 21:15:34,147,Completed,Search,1080p,DEV011481,100.0
SES0060154,USR000688,CNT01694,2025-05-11 11:46:45,59,Completed,Continue Watching,720p,DEV004924,47.6
SES0060155,USR008883,CNT00763,2025-09-14 14:33:43,62,Completed,Continue Watching,1080p,DEV012974,59.0
SES0060156,USR003075,CNT01694,2025-07-18 17:34:33,73,Stopped,Continue Watching,1080p,DEV003621,58.9
SES0060157,USR001264,CNT01694,2025-04-20 09:34:54,80,Abandoned,Search,1080p,DEV012592,64.5
SES0060158,USR006887,CNT01694,2025-06-17 01:13:09,151,Stopped,Search,720p,DEV008580,100.0
SES0060159,USR005249,CNT01305,2025-01-02 18:25:16,48,Abandoned,Recommendation,1080p,DEV002612,34.0
SES0060160,USR006819,CNT01694,2025-05-28 16:57:28,121,Completed,Recommendation,1080p,DEV011260,97.6
SES0060161,USR001829,CNT00639,2025-10-26 13:31:30,131,Completed,Auto,4K,DEV009883,100.0
SES0060162,USR005560,CNT01926,2025-03-04 12:31:27,75,Abandoned,Continue Watching,1080p,DEV010842,41.9
SES0060163,USR005978,CNT01305,2025-05-02 07:32:58,129,Stopped,Search,4K,DEV012366,91.5
SES0060164,USR007163,CNT00778,2025-10-22 12:16:15,145,Completed,Search,720p,DEV007619,98.6
SES0060165,USR008317,CNT00536,2025-04-15 19:38:58,28,Stopped,Recommendation,720p,DEV014362,26.9
SES0060166,USR000899,CNT00973,2025-05-22 20:50:33,5,Stopped,Continue Watching,480p,DEV010637,3.4
SES0060167,USR007610,CNT00536,2025-12-11 17:02:10,149,Completed,Trending,720p,DEV005161,100.0
SES0060168,USR000452,CNT00542,2025-08-01 11:36:18,46,Completed,Recommendation,1080p,DEV009377,62.2
SES0060169,USR001658,CNT00542,2025-04-02 10:59:56,25,Stopped,Continue Watching,4K,DEV013812,33.8
SES0060170,USR004247,CNT00542,2025-06-29 15:37:09,115,Stopped,Search,480p,DEV002000,100.0
SES0060171,USR009617,CNT00423,2025-01-10 09:32:12,89,Completed,Search,480p,DEV008652,58.9
SES0060172,USR004988,CNT00542,2025-07-27 15:03:49,150,Completed,Continue Watching,1080p,DEV004021,100.0
SES0060173,USR004152,CNT00199,2025-04-29 18:43:14,90,Completed,Continue Watching,480p,DEV004528,60.8
SES0060174,USR001859,CNT00973,2025-03-30 18:30:19,63,Completed,Continue Watching,1080p,DEV008299,43.2
SES0060175,USR009739,CNT00423,2025-02-08 09:40:36,82,Completed,Search,1080p,DEV014589,54.3
SES0060176,USR002386,CNT01213,2025-04-10 11:21:24,59,Abandoned,Recommendation,4K,DEV008192,46.8
SES0060177,USR009571,CNT01481,2025-10-14 22:26:01,75,Abandoned,Recommendation,720p,DEV007790,78.9
SES0060178,USR007333,CNT01694,2025-03-12 11:32:22,168,Abandoned,Trending,1080p,DEV010216,100.0
SES0060179,USR001085,CNT01926,2025-02-03 07:52:26,84,Stopped,Continue Watching,720p,DEV000816,46.9
SES0060180,USR000773,CNT00939,2025-02-02 14:01:45,52,Abandoned,Continue Watching,720p,DEV003699,55.9
SES0060181,USR003905,CNT01481,2025-11-09 19:24:59,64,Stopped,Search,4K,DEV003898,67.4
SES0060182,USR003449,CNT01694,2025-11-09 20:31:03,49,Stopped,Recommendation,720p,DEV006959,39.5
SES0060183,USR004621,CNT00279,2025-04-29 16:01:55,99,Abandoned,Search,720p,DEV012970,100.0
SES0060184,USR007147,CNT00542,2025-09-28 09:36:06,108,Completed,Recommendation,4K,DEV005287,100.0
SES0060185,USR001267,CNT01694,2025-08-27 09:00:46,50,Stopped,Continue Watching,4K,DEV008016,40.3
SES0060186,USR003700,CNT01481,2025-01-03 22:36:13,99,Stopped,Trending,1080p,DEV007237,100.0
SES0060187,USR008981,CNT00536,2025-09-13 13:01:11,23,Completed,Trending,720p,DEV011961,22.1
SES0060188,USR004048,CNT01694,2025-03-06 19:06:02,121,Abandoned,Auto,4K,DEV005363,97.6
SES0060189,USR000944,CNT00536,2025-03-10 18:31:34,32,Completed,Trending,1080p,DEV006407,30.8
SES0060190,USR008838,CNT00536,2025-08-30 13:20:46,47,Completed,Search,1080p,DEV008904,45.2
SES0060191,USR003877,CNT00536,2025-03-28 14:35:21,58,Completed,Search,720p,DEV001496,55.8
SES0060192,USR009897,CNT01481,2025-10-19 13:50:03,17,Completed,Search,720p,DEV009597,17.9
SES0060193,USR007984,CNT00542,2025-09-21 18:57:30,33,Completed,Search,720p,DEV003196,44.6
SES0060194,USR009736,CNT00536,2025-08-12 19:35:25,97,Completed,Recommendation,1080p,DEV008454,93.3
SES0060195,USR002006,CNT01481,2025-05-15 21:15:08,86,Completed,Trending,1080p,DEV004408,90.5
SES0060196,USR008831,CNT00536,2025-11-16 22:38:25,91,Completed,Trending,720p,DEV008831,87.5
SES0060197,USR005993,CNT00542,2025-05-31 17:52:56,60,Completed,Search,480p,DEV000517,81.1
SES0060198,USR003318,CNT00536,2025-02-03 17:16:59,137,Completed,Recommendation,720p,DEV002712,100.0
SES0060199,USR009041,CNT01694,2025-10-26 12:27:51,57,Completed,Continue Watching,4K,DEV006196,46.0
SES0060200,USR004913,CNT01481,2025-02-06 14:54:13,48,Completed,Recommendation,1080p,DEV005572,50.5
SES0060201,USR001873,CNT01694,2025-09-28 09:34:44,110,Stopped,Continue Watching,1080p,DEV009875,88.7
SES0060202,USR009694,CNT01694,2025-09-26 09:11:42,44,Completed,Auto,1080p,DEV004505,35.5
SES0060203,USR007983,CNT00536,2025-02-11 12:03:11,180,Completed,Auto,720p,DEV002580,100.0
SES0060204,USR009197,CNT00536,2025-09-01 16:30:42,20,Completed,Continue Watching,4K,DEV001611,19.2
SES0060205,USR000943,CNT01694,2025-01-27 20:25:10,134,Completed,Continue Watching,1080p,DEV000427,100.0
SES0060206,USR004063,CNT01481,2025-08-11 19:46:43,47,Completed,Continue Watching,480p,DEV010371,49.5
SES0060207,USR004849,CNT00440,2025-03-23 17:36:58,44,Completed,Recommendation,720p,DEV010354,27.7
SES0060208,USR008732,CNT00536,2025-04-27 20:07:19,66,Abandoned,Recommendation,1080p,DEV009288,63.5
SES0060209,USR005560,CNT00536,2025-04-11 18:49:44,116,Completed,Auto,1080p,DEV013593,100.0
SES0060210,USR006090,CNT00279,2025-11-29 21:43:14,40,Stopped,Continue Watching,1080p,DEV008302,48.8
SES0060211,USR005575,CNT00428,2025-10-12 07:26:22,80,Abandoned,Continue Watching,720p,DEV006705,44.9
SES0060212,USR000002,CNT00542,2025-08-20 16:01:14,136,Stopped,Continue Watching,480p,DEV013908,100.0
SES0060213,USR000920,CNT00804,2025-04-13 14:23:13,65,Completed,Search,720p,DEV010515,48.5
SES0060214,USR008929,CNT01694,2025-09-12 13:50:02,129,Abandoned,Continue Watching,4K,DEV009771,100.0
SES0060215,USR004526,CNT00479,2025-08-31 16:54:04,27,Completed,Continue Watching,4K,DEV009091,15.3
SES0060216,USR001987,CNT01694,2025-03-21 19:58:04,52,Abandoned,Auto,480p,DEV003778,41.9
SES0060217,USR003202,CNT00542,2025-04-18 13:49:13,57,Completed,Continue Watching,4K,DEV001205,77.0
SES0060218,USR005048,CNT01694,2025-08-04 21:55:05,107,Abandoned,Recommendation,1080p,DEV013001,86.3
SES0060219,USR001571,CNT00536,2025-08-01 21:32:13,56,Stopped,Recommendation,1080p,DEV000742,53.8
SES0060220,USR004694,CNT00536,2025-08-22 20:15:59,37,Stopped,Continue Watching,1080p,DEV005394,35.6
SES0060221,USR006695,CNT00536,2025-07-10 19:38:02,119,Completed,Recommendation,1080p,DEV006772,100.0
SES0060222,USR005394,CNT00536,2025-08-21 20:37:50,52,Completed,Auto,720p,DEV002914,50.0
SES0060223,USR007718,CNT01694,2025-08-13 08:15:13,54,Completed,Search,1080p,DEV000265,43.5
SES0060224,USR010000,CNT00542,2025-02-03 20:09:55,180,Abandoned,Search,720p,DEV014595,100.0
SES0060225,USR008778,CNT00542,2025-12-10 22:18:02,81,Completed,Continue Watching,1080p,DEV006716,100.0
SES0060226,USR007154,CNT00536,2025-08-16 06:22:47,61,Stopped,Recommendation,1080p,DEV002691,58.7
SES0060227,USR006605,CNT00536,2025-09-06 11:02:30,36,Completed,Continue Watching,4K,DEV008494,34.6
SES0060228,USR008251,CNT00536,2025-02-03 11:28:13,40,Completed,Trending,720p,DEV013617,38.5
SES0060229,USR002229,CNT00536,2025-05-29 11:20:58,45,Completed,Search,720p,DEV000125,43.3
SES0060230,USR008574,CNT00536,2025-08-11 11:47:21,87,Abandoned,Search,720p,DEV008057,83.7
SES0060231,USR009995,CNT00536,2025-08-13 15:19:34,27,Stopped,Search,720p,DEV014446,26.0
SES0060232,USR004489,CNT00440,2025-07-18 20:33:58,45,Stopped,Continue Watching,1080p,DEV011053,28.3
SES0060233,USR007351,CNT00542,2025-02-16 20:14:39,180,Completed,Trending,1080p,DEV004615,100.0
SES0060234,USR004435,CNT00916,2025-04-18 18:31:03,60,Abandoned,Recommendation,480p,DEV012389,40.0
SES0060235,USR006940,CNT00536,2025-06-17 03:52:40,48,Stopped,Search,1080p,DEV001722,46.2
SES0060236,USR003293,CNT00536,2025-12-14 06:11:54,109,Completed,Continue Watching,1080p,DEV006136,100.0
SES0060237,USR004548,CNT00145,2025-10-03 21:29:54,35,Abandoned,Recommendation,4K,DEV011934,44.3
SES0060238,USR008623,CNT00542,2025-07-21 19:04:08,49,Abandoned,Search,720p,DEV004348,66.2
SES0060239,USR005186,CNT00763,2025-01-06 13:01:15,91,Completed,Continue Watching,720p,DEV007002,86.7
SES0060240,USR004181,CNT01305,2025-04-08 18:30:02,21,Stopped,Search,1080p,DEV003237,14.9
SES0060241,USR000797,CNT01481,2025-12-03 21:03:51,80,Completed,Recommendation,480p,DEV005807,84.2
SES0060242,USR009138,CNT01694,2025-06-08 13:13:58,37,Abandoned,Recommendation,1080p,DEV008840,29.8
SES0060243,USR005462,CNT00536,2025-09-26 16:17:08,36,Completed,Continue Watching,4K,DEV005903,34.6
SES0060244,USR001174,CNT01985,2025-10-09 00:47:53,148,Abandoned,Search,1080p,DEV009670,95.5
SES0060245,USR008019,CNT01305,2025-09-24 09:10:13,149,Completed,Recommendation,720p,DEV014044,100.0
SES0060246,USR000327,CNT00536,2025-01-22 08:37:59,84,Stopped,Search,480p,DEV012940,80.8
SES0060247,USR008151,CNT01481,2025-01-02 19:08:26,78,Abandoned,Continue Watching,1080p,DEV009834,82.1
SES0060248,USR007921,CNT00536,2025-08-31 20:15:54,54,Completed,Recommendation,1080p,DEV013440,51.9
SES0060249,USR008463,CNT01481,2025-04-14 17:49:58,141,Completed,Recommendation,1080p,DEV002748,100.0
SES0060250,USR006573,CNT01481,2025-03-14 16:46:28,130,Completed,Search,1080p,DEV007588,100.0
SES0060251,USR004869,CNT01102,2025-03-09 12:23:19,128,Stopped,Continue Watching,720p,DEV004583,100.0
SES0060252,USR009207,CNT00536,2025-04-08 21:56:57,104,Completed,Continue Watching,480p,DEV013431,100.0
SES0060253,USR002905,CNT00542,2025-03-30 13:32:14,70,Completed,Recommendation,1080p,DEV011800,94.6
SES0060254,USR007699,CNT01481,2025-03-30 20:58:24,125,Completed,Continue Watching,1080p,DEV008847,100.0
SES0060255,USR001868,CNT00536,2025-01-07 21:16:05,117,Completed,Continue Watching,1080p,DEV010679,100.0
SES0060256,USR006089,CNT00536,2025-09-25 16:28:28,93,Stopped,Recommendation,720p,DEV011120,89.4
SES0060257,USR000141,CNT01694,2025-11-26 19:44:14,120,Stopped,Auto,1080p,DEV009979,96.8
SES0060258,USR005811,CNT01305,2025-08-04 08:15:57,71,Stopped,Trending,1080p,DEV001584,50.4
SES0060259,USR006929,CNT00542,2025-04-21 13:54:19,95,Abandoned,Continue Watching,1080p,DEV004968,100.0
SES0060260,USR008803,CNT01694,2025-01-17 14:10:02,136,Completed,Search,480p,DEV005851,100.0
SES0060261,USR003125,CNT00536,2025-08-30 19:53:04,104,Stopped,Search,1080p,DEV008330,100.0
SES0060262,USR007062,CNT00536,2025-05-30 16:55:00,99,Stopped,Recommendation,720p,DEV014053,95.2
SES0060263,USR000616,CNT01481,2025-05-29 14:54:04,123,Completed,Trending,1080p,DEV010812,100.0
SES0060264,USR004491,CNT00536,2025-07-05 10:43:13,106,Stopped,Recommendation,720p,DEV012620,100.0
SES0060265,USR000082,CNT00536,2025-04-04 19:26:33,58,Abandoned,Recommendation,720p,DEV008950,55.8
SES0060266,USR003110,CNT00536,2025-08-04 17:42:37,116,Completed,Trending,720p,DEV009873,100.0
SES0060267,USR007568,CNT00536,2025-08-26 08:50:02,104,Abandoned,Recommendation,720p,DEV010293,100.0
SES0060268,USR002090,CNT01694,2025-02-06 19:17:28,71,Completed,Trending,1080p,DEV000814,57.3
SES0060269,USR001767,CNT00536,2025-06-14 18:04:19,80,Completed,Recommendation,1080p,DEV000638,76.9
SES0060270,USR004333,CNT00536,2025-11-24 18:16:30,26,Completed,Continue Watching,1080p,DEV012456,25.0
SES0060271,USR002910,CNT01694,2025-02-20 17:11:56,18,Completed,Continue Watching,480p,DEV011105,14.5
SES0060272,USR006036,CNT00536,2025-02-01 15:29:38,152,Completed,Recommendation,4K,DEV001301,100.0
SES0060273,USR006327,CNT00536,2025-10-10 19:58:03,33,Completed,Auto,720p,DEV008489,31.7
SES0060274,USR006884,CNT00423,2025-05-18 15:13:11,52,Completed,Continue Watching,480p,DEV009079,34.4
SES0060275,USR002147,CNT01481,2025-01-19 04:40:32,74,Completed,Trending,4K,DEV008773,77.9
SES0060276,USR000258,CNT00536,2025-05-14 16:23:12,68,Completed,Recommendation,1080p,DEV001182,65.4
SES0060277,USR009953,CNT00533,2025-04-30 15:52:19,28,Abandoned,Continue Watching,720p,DEV003988,38.9
SES0060278,USR004239,CNT01694,2025-10-13 08:00:21,180,Abandoned,Search,1080p,DEV010030,100.0
SES0060279,USR005346,CNT00536,2025-03-25 16:49:07,31,Completed,Search,1080p,DEV012668,29.8
SES0060280,USR001143,CNT01481,2025-09-05 17:55:11,104,Abandoned,Recommendation,1080p,DEV005406,100.0
SES0060281,USR003903,CNT01926,2025-09-21 07:07:42,65,Completed,Continue Watching,4K,DEV007583,36.3
SES0060282,USR007920,CNT00763,2025-10-12 19:56:54,171,Completed,Recommendation,720p,DEV001045,100.0
SES0060283,USR007486,CNT01694,2025-08-09 10:05:57,126,Completed,Recommendation,1080p,DEV006367,100.0
SES0060284,USR006425,CNT01481,2025-02-11 18:10:29,50,Abandoned,Continue Watching,720p,DEV011948,52.6
SES0060285,USR000172,CNT00542,2025-12-21 21:42:09,35,Completed,Recommendation,720p,DEV003196,47.3
SES0060286,USR008920,CNT00668,2025-07-03 08:53:23,171,Completed,Recommendation,1080p,DEV006459,100.0
SES0060287,USR004614,CNT00536,2025-02-15 22:40:35,84,Abandoned,Recommendation,4K,DEV010907,80.8
SES0060288,USR001711,CNT00542,2025-07-10 16:38:25,30,Stopped,Trending,1080p,DEV006081,40.5
SES0060289,USR008534,CNT00536,2025-09-25 01:36:42,39,Completed,Trending,720p,DEV005649,37.5
SES0060290,USR001773,CNT00312,2025-07-17 22:34:03,122,Stopped,Recommendation,4K,DEV000945,71.3
SES0060291,USR001211,CNT01694,2025-01-24 12:59:26,83,Stopped,Recommendation,1080p,DEV010708,66.9
SES0060292,USR002454,CNT00542,2025-11-25 19:46:26,56,Completed,Continue Watching,1080p,DEV000101,75.7
SES0060293,USR002273,CNT00536,2025-02-02 16:35:29,54,Abandoned,Continue Watching,4K,DEV002634,51.9
SES0060294,USR007977,CNT00423,2025-11-30 15:50:31,69,Abandoned,Search,720p,DEV006042,45.7
SES0060295,USR007296,CNT01342,2025-10-19 10:13:22,138,Stopped,Trending,1080p,DEV012746,100.0
SES0060296,USR004332,CNT00536,2025-02-04 23:31:17,26,Completed,Recommendation,480p,DEV002150,25.0
SES0060297,USR002621,CNT00428,2025-10-24 16:20:15,114,Completed,Recommendation,1080p,DEV008220,64.0
SES0060298,USR004765,CNT00536,2025-07-09 15:49:50,79,Completed,Recommendation,1080p,DEV010701,76.0
SES0060299,USR005573,CNT01264,2025-08-10 17:50:04,105,Completed,Continue Watching,720p,DEV011314,66.5
SES0060300,USR008949,CNT00763,2025-10-27 19:56:49,111,Abandoned,Trending,1080p,DEV001908,100.0
SES0060301,USR000499,CNT01481,2025-12-23 16:22:19,180,Completed,Recommendation,1080p,DEV005589,100.0
SES0060302,USR009391,CNT00542,2025-10-27 17:08:23,180,Abandoned,Auto,4K,DEV007452,100.0
SES0060303,USR009767,CNT01694,2025-01-27 19:26:06,74,Abandoned,Search,480p,DEV006343,59.7
SES0060304,USR000863,CNT01926,2025-04-02 19:57:38,64,Completed,Recommendation,480p,DEV006569,35.8
SES0060305,USR000090,CNT01694,2025-03-02 21:57:11,36,Completed,Trending,4K,DEV009860,29.0
SES0060306,USR005398,CNT00536,2025-09-30 09:57:23,105,Completed,Auto,480p,DEV008261,100.0
SES0060307,USR000363,CNT00428,2025-02-15 20:42:15,65,Abandoned,Continue Watching,1080p,DEV013760,36.5
SES0060308,USR008204,CNT01694,2025-12-08 08:27:04,63,Abandoned,Recommendation,720p,DEV006056,50.8
SES0060309,USR003182,CNT00542,2025-07-08 19:02:57,138,Abandoned,Trending,4K,DEV011840,100.0
SES0060310,USR001731,CNT00536,2025-01-09 19:42:50,71,Abandoned,Continue Watching,4K,DEV000736,68.3
SES0060311,USR002474,CNT01481,2025-08-08 16:29:27,36,Stopped,Search,1080p,DEV012571,37.9
SES0060312,USR004754,CNT00536,2025-04-16 13:52:46,32,Stopped,Trending,4K,DEV010230,30.8
SES0060313,USR007964,CNT01654,2025-11-02 17:55:57,107,Stopped,Search,480p,DEV003549,73.3
SES0060314,USR007552,CNT00542,2025-03-01 16:14:12,86,Abandoned,Search,720p,DEV008197,100.0
SES0060315,USR006934,CNT00973,2025-02-12 20:43:28,66,Completed,Continue Watching,720p,DEV007113,45.2
SES0060316,USR007751,CNT00423,2025-03-23 08:14:06,80,Completed,Continue Watching,4K,DEV003693,53.0
SES0060317,USR003989,CNT00536,2025-11-13 13:19:40,56,Completed,Search,1080p,DEV010551,53.8
SES0060318,USR007947,CNT01694,2025-11-29 20:01:33,75,Stopped,Trending,1080p,DEV009225,60.5
SES0060319,USR008143,CNT01481,2025-03-11 03:01:19,42,Completed,Auto,720p,DEV006334,44.2
SES0060320,USR007555,CNT00536,2025-06-28 16:00:33,92,Stopped,Search,720p,DEV000602,88.5
SES0060321,USR004280,CNT01481,2025-12-21 15:32:18,85,Stopped,Continue Watching,1080p,DEV011462,89.5
SES0060322,USR004707,CNT00542,2025-03-24 17:17:23,180,Abandoned,Continue Watching,4K,DEV000782,100.0
SES0060323,USR001380,CNT01694,2025-02-08 15:18:40,148,Abandoned,Trending,1080p,DEV004847,100.0
SES0060324,USR004970,CNT00538,2025-10-24 13:54:59,74,Stopped,Recommendation,720p,DEV004132,57.8
SES0060325,USR009368,CNT00536,2025-04-14 23:47:51,47,Abandoned,Continue Watching,720p,DEV013746,45.2
SES0060326,USR003069,CNT00916,2025-06-08 10:11:00,61,Stopped,Auto,1080p,DEV004049,40.7
SES0060327,USR008676,CNT00542,2025-08-10 16:14:46,104,Abandoned,Continue Watching,720p,DEV009998,100.0
SES0060328,USR009595,CNT00536,2025-10-20 23:42:47,102,Completed,Recommendation,1080p,DEV011866,98.1
SES0060329,USR001736,CNT01694,2025-02-02 00:37:06,47,Completed,Recommendation,1080p,DEV010847,37.9
SES0060330,USR009818,CNT00005,2025-06-07 00:51:41,69,Abandoned,Search,720p,DEV003894,53.9
SES0060331,USR004307,CNT01481,2025-04-08 21:36:01,82,Abandoned,Continue Watching,4K,DEV011559,86.3
SES0060332,USR007256,CNT01694,2025-12-28 17:40:55,43,Completed,Recommendation,720p,DEV009866,34.7
SES0060333,USR006816,CNT00536,2025-08-25 16:35:36,37,Abandoned,Recommendation,1080p,DEV013131,35.6
SES0060334,USR003793,CNT01481,2025-09-27 21:30:26,48,Stopped,Recommendation,720p,DEV003052,50.5
SES0060335,USR006355,CNT01102,2025-11-22 18:32:10,54,Completed,Continue Watching,1080p,DEV010058,52.9
SES0060336,USR007385,CNT01694,2025-01-19 10:57:56,98,Completed,Auto,1080p,DEV012663,79.0
SES0060337,USR007233,CNT00536,2025-10-28 18:17:58,120,Completed,Recommendation,1080p,DEV008188,100.0
SES0060338,USR007495,CNT00536,2025-05-31 12:10:29,58,Completed,Search,720p,DEV012754,55.8
SES0060339,USR007933,CNT00542,2025-05-12 18:53:50,20,Completed,Continue Watching,720p,DEV013717,27.0
