device_id,user_id,device_type,operating_system,registered_date
DEV002299,USR001547,Mobile,iOS,2025-10-14
DEV002300,USR001547,Smart TV,iOS,2025-07-09
DEV002301,USR001548,Tablet,Windows,2025-03-02
DEV002302,USR001548,Mobile,Windows,2025-11-05
DEV002303,USR001548,Streaming Stick,Android,2025-07-29
DEV002304,USR001549,Mobile,Smart TV OS,2025-07-09
DEV002305,USR001550,Laptop,Android,2025-01-21
DEV002306,USR001551,Tablet,macOS,2025-03-02
DEV002307,USR001552,Laptop,Windows,2025-07-11
DEV002308,USR001553,Smart TV,iOS,2025-09-06
DEV002309,USR001554,Smart TV,iOS,2025-03-15
DEV002310,USR001555,Mobile,Android,2025-10-29
DEV002311,USR001556,Tablet,Windows,2025-06-06
DEV002312,USR001557,Smart TV,Windows,2025-04-21
DEV002313,USR001557,Mobile,iOS,2025-04-04
DEV002314,USR001558,Mobile,Android,2025-09-08
DEV002315,USR001558,Gaming Console,iOS,2025-01-02
DEV002316,USR001559,Smart TV,Android,2025-06-28
DEV002317,USR001560,Tablet,iOS,2025-01-23
DEV002318,USR001561,Mobile,Windows,2025-10-21
DEV002319,USR001562,Smart TV,iOS,2025-08-20
DEV002320,USR001563,Laptop,iOS,2025-07-13
DEV002321,USR001563,Smart TV,Smart TV OS,2025-09-01
DEV002322,USR001564,Mobile,Smart TV OS,2025-11-07
DEV002323,USR001564,Mobile,Android,2025-03-09
DEV002324,USR001565,Smart TV,Android,2025-09-16
DEV002325,USR001565,Streaming Stick,iOS,2025-11-22
DEV002326,USR001566,Tablet,Windows,2025-08-19
DEV002327,USR001567,Tablet,iOS,2025-03-18
DEV002328,USR001567,Tablet,Smart TV OS,2025-06-16
DEV002329,USR001568,Smart TV,Smart TV OS,2025-11-16
DEV002330,USR001569,Laptop,Windows,2025-07-29
DEV002331,USR001569,Gaming Console,Android,2025-07-18
DEV002332,USR001570,Laptop,Android,2025-07-22
DEV002333,USR001571,Mobile,Android,2025-01-24
DEV002334,USR001572,Mobile,Smart TV OS,2025-08-15
DEV002335,USR001572,Laptop,iOS,2025-05-23
DEV002336,USR001572,Smart TV,Android,2025-11-27
DEV002337,USR001573,Gaming Console,iOS,2025-03-26
DEV002338,USR001574,Laptop,Smart TV OS,2025-10-20
DEV002339,USR001574,Laptop,iOS,2025-11-19
DEV002340,USR001575,Mobile,Smart TV OS,2025-06-08
DEV002341,USR001575,Mobile,iOS,2025-10-15
DEV002342,USR001576,Laptop,Windows,2025-11-26
DEV002343,USR001576,Mobile,iOS,2025-10-14
DEV002344,USR001577,Laptop,iOS,2025-11-13
DEV002345,USR001578,Mobile,Smart TV OS,2025-01-28
DEV002346,USR001579,Mobile,Android,2025-09-25
DEV002347,USR001579,Smart TV,Android,2025-04-07
DEV002348,USR001579,Gaming Console,Smart TV OS,2025-09-01
DEV002349,USR001580,Smart TV,Android,2025-01-10
DEV002350,USR001581,Mobile,iOS,2025-09-30
DEV002351,USR001582,Mobile,Windows,2025-01-10
DEV002352,USR001583,Mobile,Windows,2025-04-16
DEV002353,USR001584,Mobile,Android,2025-10-24
DEV002354,USR001585,Laptop,macOS,2025-10-01
DEV002355,USR001586,Mobile,Smart TV OS,2025-07-25
DEV002356,USR001586,Mobile,macOS,2025-10-29
DEV002357,USR001587,Laptop,iOS,2025-01-12
DEV002358,USR001588,Smart TV,Windows,2025-04-03
DEV002359,USR001589,Smart TV,macOS,2025-09-28
DEV002360,USR001590,Smart TV,Android,2025-05-12
DEV002361,USR001591,Mobile,Smart TV OS,2025-02-20
DEV002362,USR001592,Smart TV,Android,2025-05-27
DEV002363,USR001593,Mobile,Android,2025-05-11
DEV002364,USR001594,Laptop,Windows,2025-03-20
DEV002365,USR001594,Smart TV,iOS,2025-06-07
DEV002366,USR001595,Tablet,Android,2025-03-28
DEV002367,USR001595,Laptop,iOS,2025-01-31
DEV002368,USR001595,Mobile,iOS,2025-11-11
DEV002369,USR001596,Mobile,Android,2025-04-03
DEV002370,USR001596,Laptop,Android,2025-01-14
DEV002371,USR001596,Tablet,macOS,2025-01-30
DEV002372,USR001597,Mobile,Android,2025-02-20
DEV002373,USR001598,Mobile,Windows,2025-07-31
DEV002374,USR001599,Mobile,Android,2025-05-13
DEV002375,USR001599,Smart TV,Windows,2025-07-12
DEV002376,USR001600,Tablet,macOS,2025-03-03
DEV002377,USR001600,Laptop,macOS,2025-01-27
DEV002378,USR001600,Gaming Console,Android,2025-04-14
DEV002379,USR001601,Mobile,Android,2025-11-02
DEV002380,USR001602,Smart TV,iOS,2025-09-10
DEV002381,USR001603,Mobile,Windows,2025-09-16
DEV002382,USR001604,Mobile,Android,2025-02-28
DEV002383,USR001605,Smart TV,Android,2025-06-12
DEV002384,USR001606,Mobile,Windows,2025-07-28
DEV002385,USR001607,Laptop,Android,2025-01-15
DEV002386,USR001608,Mobile,iOS,2025-04-30
DEV002387,USR001609,Smart TV,Smart TV OS,2025-01-10
DEV002388,USR001609,Laptop,Windows,2025-05-18
DEV002389,USR001610,Mobile,iOS,2025-10-28
DEV002390,USR001611,Smart TV,iOS,2025-05-07
DEV002391,USR001611,Smart TV,macOS,2025-10-12
DEV002392,USR001612,Smart TV,Android,2025-03-06
DEV002393,USR001612,Smart TV,iOS,2025-06-05
DEV002394,USR001613,Laptop,Android,2025-08-17
DEV002395,USR001614,Mobile,Smart TV OS,2025-11-22
DEV002396,USR001615,Mobile,macOS,2025-03-14
DEV002397,USR001616,Tablet,Windows,2025-03-28
DEV002398,USR001617,Mobile,macOS,2025-10-03
DEV002399,USR001617,Streaming Stick,Android,2025-08-05
DEV002400,USR001618,Mobile,Windows,2025-10-12
DEV002401,USR001618,Laptop,iOS,2025-08-20
DEV002402,USR001618,Mobile,Android,2025-01-22
DEV002403,USR001619,Smart TV,Smart TV OS,2025-08-26
DEV002404,USR001620,Mobile,Android,2025-11-14
DEV002405,USR001620,Smart TV,Windows,2025-05-29
DEV002406,USR001620,Laptop,Windows,2025-03-27
DEV002407,USR001621,Smart TV,macOS,2025-09-04
DEV002408,USR001622,Smart TV,iOS,2025-05-09
DEV002409,USR001623,Tablet,Android,2025-07-14
DEV002410,USR001623,Smart TV,Android,2025-06-29
DEV002411,USR001624,Mobile,Smart TV OS,2025-04-19
DEV002412,USR001624,Mobile,Smart TV OS,2025-10-27
DEV002413,USR001625,Smart TV,iOS,2025-05-25
DEV002414,USR001625,Gaming Console,macOS,2025-01-24
DEV002415,USR001626,Mobile,Android,2025-10-01
DEV002416,USR001627,Smart TV,iOS,2025-06-03
DEV002417,USR001628,Tablet,macOS,2025-03-04
DEV002418,USR001629,Tablet,iOS,2025-10-12
DEV002419,USR001629,Mobile,iOS,2025-05-24
DEV002420,USR001630,Mobile,Windows,2025-04-18
DEV002421,USR001630,Mobile,Android,2025-11-09
DEV002422,USR001631,Mobile,Windows,2025-06-12
DEV002423,USR001632,Mobile,iOS,2025-06-25
DEV002424,USR001632,Smart TV,iOS,2025-11-22
DEV002425,USR001633,Mobile,Android,2025-08-20
DEV002426,USR001634,Smart TV,iOS,2025-06-14
DEV002427,USR001635,Mobile,Windows,2025-08-24
DEV002428,USR001636,Smart TV,Windows,2025-06-18
DEV002429,USR001636,Streaming Stick,Smart TV OS,2025-01-09
DEV002430,USR001636,Streaming Stick,macOS,2025-03-10
DEV002431,USR001637,Streaming Stick,Smart TV OS,2025-01-02
DEV002432,USR001637,Mobile,iOS,2025-11-08
DEV002433,USR001638,Laptop,iOS,2025-01-05
DEV002434,USR001639,Streaming Stick,Smart TV OS,2025-07-31
DEV002435,USR001639,Mobile,iOS,2025-10-12
DEV002436,USR001640,Mobile,Windows,2025-09-08
DEV002437,USR001640,Laptop,iOS,2025-07-21
DEV002438,USR001641,Tablet,Android,2025-02-09
DEV002439,USR001642,Smart TV,Smart TV OS,2025-08-16
DEV002440,USR001643,Streaming Stick,iOS,2025-06-30
DEV002441,USR001643,Gaming Console,iOS,2025-07-12
DEV002442,USR001644,Mobile,Windows,2025-07-03
DEV002443,USR001644,Laptop,Windows,2025-07-18
DEV002444,USR001645,Streaming Stick,Windows,2025-01-05
DEV002445,USR001646,Smart TV,Android,2025-07-09
DEV002446,USR001647,Gaming Console,Android,2025-08-16
DEV002447,USR001647,Laptop,Smart TV OS,2025-01-05
DEV002448,USR001647,Smart TV,Smart TV OS,2025-04-24
DEV002449,USR001648,Laptop,Android,2025-05-24
DEV002450,USR001648,Laptop,Smart TV OS,2025-07-03
DEV002451,USR001649,Mobile,macOS,2025-11-11
DEV002452,USR001650,Mobile,iOS,2025-04-24
DEV002453,USR001650,Laptop,Android,2025-04-30
DEV002454,USR001651,Laptop,Android,2025-07-05
DEV002455,USR001651,Tablet,Windows,2025-01-19
DEV002456,USR001651,Mobile,Windows,2025-05-24
DEV002457,USR001652,Streaming Stick,iOS,2025-11-07
DEV002458,USR001653,Streaming Stick,Smart TV OS,2025-04-11
DEV002459,USR001654,Mobile,macOS,2025-11-23
DEV002460,USR001654,Tablet,Windows,2025-07-22
DEV002461,USR001654,Smart TV,macOS,2025-02-26
DEV002462,USR001655,Smart TV,Smart TV OS,2025-10-19
DEV002463,USR001655,Mobile,Android,2025-09-14
DEV002464,USR001656,Smart TV,Android,2025-10-10
DEV002465,USR001657,Streaming Stick,Android,2025-10-17
DEV002466,USR001658,Smart TV,iOS,2025-11-05
DEV002467,USR001658,Smart TV,Android,2025-10-17
DEV002468,USR001659,Smart TV,Android,2025-10-29
DEV002469,USR001660,Laptop,Android,2025-02-03
DEV002470,USR001661,Mobile,Windows,2025-10-19
DEV002471,USR001662,Mobile,iOS,2025-09-25
DEV002472,USR001662,Tablet,macOS,2025-05-21
DEV002473,USR001663,Laptop,iOS,2025-01-12
DEV002474,USR001664,Mobile,Smart TV OS,2025-09-30
DEV002475,USR001664,Mobile,Android,2025-11-11
DEV002476,USR001664,Smart TV,Windows,2025-05-10
DEV002477,USR001665,Smart TV,macOS,2025-08-21
DEV002478,USR001665,Smart TV,iOS,2025-01-02
DEV002479,USR001666,Mobile,Android,2025-11-25
DEV002480,USR001666,Gaming Console,Android,2025-01-27
DEV002481,USR001666,Smart TV,Android,2025-06-15
DEV002482,USR001667,Smart TV,Smart TV OS,2025-07-28
DEV002483,USR001668,Smart TV,Windows,2025-09-23
DEV002484,USR001669,Laptop,macOS,2025-07-05
DEV002485,USR001670,Smart TV,Android,2025-01-23
DEV002486,USR001671,Mobile,Android,2025-04-25
DEV002487,USR001671,Smart TV,Windows,2025-01-25
DEV002488,USR001672,Mobile,Android,2025-08-04
DEV002489,USR001673,Mobile,Android,2025-06-11
DEV002490,USR001674,Mobile,iOS,2025-04-10
DEV002491,USR001675,Streaming Stick,Windows,2025-10-20
DEV002492,USR001676,Laptop,Android,2025-04-26
DEV002493,USR001676,Mobile,Smart TV OS,2025-08-05
DEV002494,USR001677,Mobile,Android,2025-05-08
DEV002495,USR001677,Laptop,Android,2025-04-11
DEV002496,USR001677,Streaming Stick,Windows,2025-03-26
DEV002497,USR001678,Gaming Console,Android,2025-02-02
DEV002498,USR001679,Smart TV,iOS,2025-02-19
DEV002499,USR001679,Mobile,macOS,2025-01-15
DEV002500,USR001680,Laptop,iOS,2025-01-13
DEV002501,USR001681,Smart TV,Smart TV OS,2025-11-17
DEV002502,USR001682,Mobile,Android,2025-05-09
DEV002503,USR001682,Smart TV,Windows,2025-05-07
DEV002504,USR001682,Smart TV,macOS,2025-02-25
DEV002505,USR001683,Tablet,Smart TV OS,2025-06-24
DEV002506,USR001684,Tablet,Android,2025-06-20
DEV002507,USR001684,Mobile,Android,2025-09-24
DEV002508,USR001685,Smart TV,Android,2025-02-07
DEV002509,USR001685,Smart TV,iOS,2025-11-04
DEV002510,USR001686,Smart TV,iOS,2025-02-18
DEV002511,USR001686,Smart TV,macOS,2025-11-17
DEV002512,USR001687,Mobile,Windows,2025-03-05
DEV002513,USR001688,Mobile,iOS,2025-02-01
DEV002514,USR001689,Mobile,Android,2025-07-13
DEV002515,USR001689,Smart TV,Smart TV OS,2025-06-10
DEV002516,USR001690,Laptop,Android,2025-02-03
DEV002517,USR001690,Smart TV,Windows,2025-03-07
DEV002518,USR001691,Smart TV,Windows,2025-08-15
DEV002519,USR001692,Mobile,Windows,2025-11-09
DEV002520,USR001693,Mobile,Android,2025-02-03
DEV002521,USR001693,Gaming Console,Android,2025-02-22
DEV002522,USR001694,Streaming Stick,Windows,2025-10-14
DEV002523,USR001694,Mobile,macOS,2025-01-27
DEV002524,USR001695,Smart TV,Android,2025-07-15
DEV002525,USR001696,Laptop,Windows,2025-11-13
DEV002526,USR001697,Mobile,Smart TV OS,2025-04-30
DEV002527,USR001697,Laptop,iOS,2025-11-03
DEV002528,USR001698,Laptop,Windows,2025-11-16
DEV002529,USR001698,Smart TV,Android,2025-01-06
DEV002530,USR001699,Mobile,Windows,2025-08-26
DEV002531,USR001700,Streaming Stick,Windows,2025-11-14
DEV002532,USR001700,Laptop,iOS,2025-11-14
DEV002533,USR001701,Streaming Stick,Smart TV OS,2025-01-14
DEV002534,USR001702,Mobile,Windows,2025-06-18
DEV002535,USR001703,Laptop,Android,2025-02-25
DEV002536,USR001704,Smart TV,Smart TV OS,2025-11-01
DEV002537,USR001705,Tablet,macOS,2025-10-31
DEV002538,USR001705,Streaming Stick,macOS,2025-04-10
DEV002539,USR001706,Tablet,Android,2025-03-06
DEV002540,USR001706,Mobile,iOS,2025-11-23
DEV002541,USR001707,Mobile,macOS,2025-07-01
DEV002542,USR001708,Mobile,Smart TV OS,2025-11-14
DEV002543,USR001709,Mobile,iOS,2025-05-05
DEV002544,USR001710,Streaming Stick,Android,2025-01-23
DEV002545,USR001711,Mobile,Android,2025-06-09
DEV002546,USR001712,Mobile,Windows,2025-09-20
DEV002547,USR001713,Laptop,iOS,2025-07-03
DEV002548,USR001713,Mobile,iOS,2025-06-09
DEV002549,USR001713,Laptop,iOS,2025-10-26
DEV002550,USR001714,Smart TV,Smart TV OS,2025-03-16
DEV002551,USR001714,Mobile,iOS,2025-03-17
DEV002552,USR001715,Mobile,Windows,2025-11-05
DEV002553,USR001716,Mobile,macOS,2025-07-08
DEV002554,USR001717,Smart TV,macOS,2025-09-23
DEV002555,USR001717,Smart TV,Android,2025-10-28
DEV002556,USR001717,Mobile,iOS,2025-03-16
DEV002557,USR001718,Smart TV,Android,2025-09-17
DEV002558,USR001719,Streaming Stick,Windows,2025-10-14
DEV002559,USR001719,Smart TV,macOS,2025-01-28
DEV002560,USR001720,Gaming Console,Android,2025-04-11
DEV002561,USR001721,Laptop,Android,2025-11-24
DEV002562,USR001721,Mobile,Android,2025-04-14
DEV002563,USR001721,Smart TV,Windows,2025-02-05
DEV002564,USR001722,Tablet,Smart TV OS,2025-09-01
DEV002565,USR001723,Tablet,Android,2025-08-28
DEV002566,USR001723,Laptop,Android,2025-11-04
DEV002567,USR001724,Mobile,Android,2025-10-24
DEV002568,USR001724,Tablet,Android,2025-10-17
DEV002569,USR001725,Laptop,Android,2025-11-12
DEV002570,USR001725,Mobile,Android,2025-06-03
DEV002571,USR001725,Smart TV,iOS,2025-08-03
DEV002572,USR001726,Gaming Console,Android,2025-02-23
DEV002573,USR001727,Mobile,Android,2025-01-22
DEV002574,USR001728,Smart TV,Android,2025-01-02
DEV002575,USR001729,Mobile,macOS,2025-04-28
DEV002576,USR001729,Mobile,macOS,2025-08-27
DEV002577,USR001730,Smart TV,Android,2025-05-03
DEV002578,USR001730,Smart TV,iOS,2025-09-04
DEV002579,USR001731,Mobile,macOS,2025-06-19
DEV002580,USR001731,Gaming Console,macOS,2025-07-12
DEV002581,USR001732,Tablet,Smart TV OS,2025-04-05
DEV002582,USR001733,Mobile,Smart TV OS,2025-01-04
DEV002583,USR001733,Laptop,Windows,2025-07-05
DEV002584,USR001734,Smart TV,iOS,2025-07-03
DEV002585,USR001735,Gaming Console,Smart TV OS,2025-02-28
DEV002586,USR001736,Mobile,Windows,2025-08-14
DEV002587,USR001737,Tablet,iOS,2025-10-27
DEV002588,USR001738,Smart TV,Android,2025-07-04
DEV002589,USR001738,Smart TV,Smart TV OS,2025-01-23
DEV002590,USR001739,Mobile,Windows,2025-04-12
DEV002591,USR001739,Smart TV,iOS,2025-04-12
DEV002592,USR001739,Gaming Console,iOS,2025-05-26
DEV002593,USR001740,Smart TV,iOS,2025-05-15
DEV002594,USR001741,Smart TV,Windows,2025-06-23
DEV002595,USR001741,Mobile,Android,2025-10-11
DEV002596,USR001742,Tablet,Windows,2025-04-11
DEV002597,USR001743,Mobile,macOS,2025-05-15
DEV002598,USR001744,Mobile,Android,2025-01-11
DEV002599,USR001744,Smart TV,Windows,2025-03-12
DEV002600,USR001745,Smart TV,Android,2025-02-26
DEV002601,USR001746,Laptop,Smart TV OS,2025-04-18
DEV002602,USR001747,Laptop,iOS,2025-05-03
DEV002603,USR001748,Smart TV,Android,2025-07-10
DEV002604,USR001749,Tablet,Smart TV OS,2025-09-27
DEV002605,USR001749,Smart TV,Windows,2025-11-16
DEV002606,USR001750,Laptop,iOS,2025-02-03
DEV002607,USR001750,Mobile,Windows,2025-03-02
DEV002608,USR001751,Mobile,iOS,2025-03-08
DEV002609,USR001752,Smart TV,Windows,2025-04-09
DEV002610,USR001752,Smart TV,Android,2025-09-30
DEV002611,USR001753,Smart TV,Smart TV OS,2025-07-11
DEV002612,USR001754,Smart TV,iOS,2025-08-08
DEV002613,USR001755,Laptop,iOS,2025-05-06
DEV002614,USR001755,Laptop,Android,2025-01-24
DEV002615,USR001755,Streaming Stick,iOS,2025-11-12
DEV002616,USR001756,Mobile,Windows,2025-10-02
DEV002617,USR001757,Laptop,Android,2025-03-18
DEV002618,USR001758,Mobile,Windows,2025-01-28
DEV002619,USR001759,Mobile,Android,2025-05-24
DEV002620,USR001759,Laptop,iOS,2025-03-06
DEV002621,USR001760,Smart TV,macOS,2025-10-27
DEV002622,USR001760,Smart TV,Android,2025-09-08
DEV002623,USR001761,Laptop,Windows,2025-02-11
DEV002624,USR001762,Mobile,iOS,2025-11-11
DEV002625,USR001762,Gaming Console,Android,2025-02-03
DEV002626,USR001763,Mobile,Smart TV OS,2025-07-18
DEV002627,USR001764,Smart TV,Android,2025-11-27
DEV002628,USR001764,Mobile,macOS,2025-09-18
DEV002629,USR001765,Smart TV,Android,2025-09-23
DEV002630,USR001766,Smart TV,iOS,2025-06-14
DEV002631,USR001767,Streaming Stick,Android,2025-09-27
DEV002632,USR001767,Smart TV,Smart TV OS,2025-09-05
DEV002633,USR001768,Streaming Stick,Android,2025-09-11
DEV002634,USR001768,Mobile,Android,2025-08-31
DEV002635,USR001769,Smart TV,iOS,2025-07-25
DEV002636,USR001770,Tablet,Android,2025-10-26
DEV002637,USR001770,Mobile,Windows,2025-01-19
DEV002638,USR001771,Streaming Stick,Smart TV OS,2025-04-14
DEV002639,USR001772,Laptop,macOS,2025-05-01
DEV002640,USR001773,Smart TV,Windows,2025-06-06
DEV002641,USR001774,Mobile,Windows,2025-07-13
DEV002642,USR001775,Smart TV,Windows,2025-07-11
DEV002643,USR001776,Mobile,iOS,2025-02-13
DEV002644,USR001777,Smart TV,Windows,2025-02-13
DEV002645,USR001778,Laptop,Android,2025-09-23
DEV002646,USR001779,Mobile,macOS,2025-10-26
DEV002647,USR001780,Smart TV,Android,2025-09-20
DEV002648,USR001781,Streaming Stick,macOS,2025-08-07
DEV002649,USR001781,Mobile,macOS,2025-08-19
DEV002650,USR001782,Smart TV,macOS,2025-07-29
DEV002651,USR001783,Mobile,Android,2025-09-12
DEV002652,USR001784,Smart TV,iOS,2025-07-15
DEV002653,USR001785,Laptop,macOS,2025-08-15
DEV002654,USR001786,Smart TV,Smart TV OS,2025-11-27
DEV002655,USR001787,Tablet,Smart TV OS,2025-02-12
DEV002656,USR001788,Smart TV,Android,2025-09-14
DEV002657,USR001789,Streaming Stick,Android,2025-11-26
DEV002658,USR001790,Mobile,iOS,2025-05-22
DEV002659,USR001791,Smart TV,Android,2025-02-20
DEV002660,USR001791,Laptop,iOS,2025-03-02
DEV002661,USR001791,Smart TV,iOS,2025-02-06
DEV002662,USR001792,Mobile,Android,2025-10-07
DEV002663,USR001793,Gaming Console,Windows,2025-04-11
DEV002664,USR001794,Smart TV,Android,2025-05-09
DEV002665,USR001794,Gaming Console,Windows,2025-06-04
DEV002666,USR001795,Laptop,Android,2025-05-21
DEV002667,USR001795,Streaming Stick,Android,2025-04-08
DEV002668,USR001796,Tablet,Android,2025-03-12
DEV002669,USR001796,Tablet,Android,2025-10-06
DEV002670,USR001797,Gaming Console,Android,2025-01-05
DEV002671,USR001797,Laptop,Smart TV OS,2025-06-03
DEV002672,USR001798,Mobile,iOS,2025-06-27
DEV002673,USR001799,Gaming Console,Android,2025-07-26
DEV002674,USR001799,Mobile,iOS,2025-07-27
DEV002675,USR001800,Mobile,Android,2025-01-07
DEV002676,USR001800,Smart TV,Android,2025-08-30
DEV002677,USR001801,Smart TV,Android,2025-03-18
DEV002678,USR001801,Smart TV,Android,2025-07-23
DEV002679,USR001802,Mobile,Smart TV OS,2025-04-18
DEV002680,USR001803,Mobile,Smart TV OS,2025-09-22
DEV002681,USR001804,Smart TV,iOS,2025-10-10
DEV002682,USR001805,Mobile,Android,2025-08-25
DEV002683,USR001805,Streaming Stick,Android,2025-06-24
DEV002684,USR001806,Tablet,iOS,2025-06-10
DEV002685,USR001806,Mobile,Smart TV OS,2025-04-07
DEV002686,USR001807,Mobile,Android,2025-08-02
DEV002687,USR001808,Mobile,Android,2025-08-19
DEV002688,USR001809,Mobile,iOS,2025-01-16
DEV002689,USR001809,Streaming Stick,Smart TV OS,2025-07-11
DEV002690,USR001810,Streaming Stick,Windows,2025-03-07
DEV002691,USR001811,Laptop,iOS,2025-01-05
DEV002692,USR001812,Laptop,Smart TV OS,2025-07-01
DEV002693,USR001813,Smart TV,Android,2025-08-03
DEV002694,USR001814,Smart TV,iOS,2025-07-26
DEV002695,USR001815,Tablet,iOS,2025-10-03
DEV002696,USR001815,Streaming Stick,Smart TV OS,2025-06-03
DEV002697,USR001816,Smart TV,Android,2025-01-12
DEV002698,USR001817,Mobile,iOS,2025-01-17
DEV002699,USR001818,Laptop,Windows,2025-03-20
DEV002700,USR001818,Smart TV,iOS,2025-06-19
DEV002701,USR001818,Mobile,Smart TV OS,2025-10-18
DEV002702,USR001819,Laptop,Android,2025-11-05
DEV002703,USR001819,Laptop,iOS,2025-11-08
DEV002704,USR001820,Streaming Stick,Android,2025-07-20
DEV002705,USR001821,Gaming Console,Android,2025-04-15
DEV002706,USR001821,Laptop,Android,2025-07-20
DEV002707,USR001821,Mobile,iOS,2025-02-02
DEV002708,USR001822,Mobile,Android,2025-04-07
DEV002709,USR001823,Smart TV,Windows,2025-06-18
DEV002710,USR001824,Streaming Stick,Windows,2025-08-20
DEV002711,USR001825,Mobile,Android,2025-06-05
DEV002712,USR001825,Mobile,macOS,2025-02-17
DEV002713,USR001826,Smart TV,macOS,2025-10-11
DEV002714,USR001827,Mobile,macOS,2025-11-05
DEV002715,USR001828,Smart TV,Android,2025-04-06
DEV002716,USR001829,Mobile,iOS,2025-07-17
DEV002717,USR001830,Gaming Console,Smart TV OS,2025-04-30
DEV002718,USR001831,Mobile,Android,2025-09-26
DEV002719,USR001832,Laptop,Android,2025-01-30
DEV002720,USR001833,Smart TV,Windows,2025-01-06
DEV002721,USR001834,Gaming Console,Android,2025-07-30
DEV002722,USR001835,Laptop,Smart TV OS,2025-02-26
DEV002723,USR001836,Laptop,iOS,2025-08-03
DEV002724,USR001837,Tablet,macOS,2025-02-05
DEV002725,USR001838,Laptop,Android,2025-04-16
DEV002726,USR001839,Laptop,Android,2025-04-16
DEV002727,USR001840,Streaming Stick,Windows,2025-09-01
DEV002728,USR001841,Streaming Stick,Android,2025-10-22
DEV002729,USR001842,Mobile,Android,2025-10-28
DEV002730,USR001842,Smart TV,iOS,2025-04-14
DEV002731,USR001842,Mobile,macOS,2025-09-15
DEV002732,USR001843,Mobile,Smart TV OS,2025-08-23
DEV002733,USR001843,Gaming Console,Smart TV OS,2025-05-22
DEV002734,USR001844,Mobile,Windows,2025-03-15
DEV002735,USR001845,Tablet,Windows,2025-07-24
DEV002736,USR001846,Mobile,Android,2025-05-07
DEV002737,USR001846,Gaming Console,Android,2025-09-27
DEV002738,USR001847,Tablet,Android,2025-10-19
DEV002739,USR001848,Gaming Console,iOS,2025-08-24
DEV002740,USR001848,Tablet,Android,2025-08-25
DEV002741,USR001849,Laptop,Windows,2025-02-16
DEV002742,USR001850,Mobile,Android,2025-08-22
DEV002743,USR001851,Mobile,Windows,2025-06-02
DEV002744,USR001852,Smart TV,Android,2025-03-31
DEV002745,USR001853,Gaming Console,Smart TV OS,2025-04-02
DEV002746,USR001854,Tablet,Android,2025-08-10
DEV002747,USR001854,Mobile,Android,2025-08-23
DEV002748,USR001855,Smart TV,Smart TV OS,2025-04-04
DEV002749,USR001856,Mobile,Smart TV OS,2025-02-18
DEV002750,USR001856,Mobile,Android,2025-07-21
DEV002751,USR001857,Smart TV,Android,2025-01-23
DEV002752,USR001857,Smart TV,iOS,2025-05-03
DEV002753,USR001858,Smart TV,Windows,2025-03-22
DEV002754,USR001858,Mobile,iOS,2025-05-21
DEV002755,USR001859,Mobile,Windows,2025-10-03
DEV002756,USR001859,Laptop,Smart TV OS,2025-05-30
DEV002757,USR001860,Tablet,Windows,2025-02-04
DEV002758,USR001860,Mobile,Android,2025-04-22
DEV002759,USR001861,Laptop,Windows,2025-07-30
DEV002760,USR001861,Smart TV,Android,2025-10-11
DEV002761,USR001862,Smart TV,Windows,2025-07-08
DEV002762,USR001863,Tablet,Android,2025-02-23
DEV002763,USR001864,Tablet,iOS,2025-06-16
DEV002764,USR001865,Mobile,Windows,2025-03-26
DEV002765,USR001866,Streaming Stick,Windows,2025-09-17
DEV002766,USR001867,Smart TV,iOS,2025-01-14
DEV002767,USR001868,Gaming Console,Android,2025-08-25
DEV002768,USR001869,Mobile,Windows,2025-07-24
DEV002769,USR001870,Mobile,macOS,2025-07-23
DEV002770,USR001870,Smart TV,Android,2025-01-20
DEV002771,USR001871,Mobile,Smart TV OS,2025-02-28
DEV002772,USR001872,Laptop,Smart TV OS,2025-03-11
DEV002773,USR001872,Mobile,iOS,2025-06-17
DEV002774,USR001873,Mobile,iOS,2025-08-26
DEV002775,USR001873,Smart TV,Android,2025-09-06
DEV002776,USR001874,Mobile,Smart TV OS,2025-02-12
DEV002777,USR001875,Gaming Console,Android,2025-05-05
DEV002778,USR001876,Laptop,Windows,2025-08-13
DEV002779,USR001876,Laptop,Windows,2025-03-13
DEV002780,USR001877,Smart TV,iOS,2025-05-23
DEV002781,USR001878,Smart TV,Smart TV OS,2025-03-29
DEV002782,USR001878,Smart TV,macOS,2025-01-10
DEV002783,USR001879,Smart TV,Windows,2025-04-01
DEV002784,USR001879,Mobile,Windows,2025-05-31
DEV002785,USR001880,Laptop,Smart TV OS,2025-07-20
DEV002786,USR001881,Tablet,macOS,2025-01-06
DEV002787,USR001882,Streaming Stick,Smart TV OS,2025-03-20
DEV002788,USR001882,Tablet,macOS,2025-08-14
DEV002789,USR001883,Smart TV,Windows,2025-04-21
DEV002790,USR001884,Smart TV,Android,2025-09-30
DEV002791,USR001884,Smart TV,Smart TV OS,2025-04-21
DEV002792,USR001885,Mobile,Windows,2025-01-25
DEV002793,USR001886,Smart TV,macOS,2025-09-25
DEV002794,USR001886,Tablet,iOS,2025-11-25
DEV002795,USR001887,Smart TV,Windows,2025-02-22
DEV002796,USR001887,Streaming Stick,Android,2025-07-19
DEV002797,USR001888,Laptop,Android,2025-08-16
DEV002798,USR001888,Mobile,iOS,2025-01-27
DEV002799,USR001889,Streaming Stick,Android,2025-01-25
