user_id,country,language,signup_date,acquisition_channel,age_group,account_status
USR001371,UAE,Bengali,2025-02-03,Organic Search,55+,Inactive
USR001372,United States,Tamil,2025-03-30,Paid Ads,35-44,Inactive
USR001373,India,Telugu,2025-02-03,Partner Bundle,25-34,Active
USR001374,UAE,English,2025-06-05,Partner Bundle,25-34,Active
USR001375,France,Telugu,2025-02-06,Referral,18-24,Inactive
USR001376,India,Bengali,2025-05-16,Social Media,25-34,Inactive
USR001377,United Kingdom,Bengali,2025-05-29,Referral,35-44,Active
USR001378,India,Tamil,2025-04-11,Organic Search,25-34,Active
USR001379,United Kingdom,Telugu,2025-08-12,Partner Bundle,18-24,Active
USR001380,India,Hindi,2025-01-08,App Store,35-44,Active
USR001381,India,French,2025-06-15,Organic Search,18-24,Active
USR001382,United Kingdom,Bengali,2025-05-09,Referral,18-24,Active
USR001383,United Kingdom,French,2025-06-28,Organic Search,35-44,Active
USR001384,United States,Bengali,2025-08-10,Organic Search,35-44,Active
USR001385,India,French,2025-04-18,Organic Search,25-34,Inactive
USR001386,Brazil,Portuguese,2025-04-07,Organic Search,35-44,Active
USR001387,India,English,2025-07-24,Referral,18-24,Active
USR001388,Canada,Tamil,2025-03-10,Partner Bundle,25-34,Active
USR001389,India,English,2025-06-05,Organic Search,35-44,Active
USR001390,Canada,Tamil,2025-05-09,App Store,25-34,Active
USR001391,India,French,2025-07-26,Organic Search,45-54,Active
USR001392,India,Bengali,2025-01-27,Organic Search,18-24,Active
USR001393,Canada,Bengali,2025-01-24,Paid Ads,45-54,Active
USR001394,India,Portuguese,2025-03-22,Referral,25-34,Active
USR001395,United Kingdom,Telugu,2025-04-16,Social Media,18-24,Active
USR001396,India,Bengali,2025-05-20,Referral,18-24,Inactive
USR001397,India,Spanish,2025-02-24,Paid Ads,18-24,Active
USR001398,Australia,French,2025-01-17,App Store,35-44,Active
USR001399,India,French,2025-09-16,Organic Search,25-34,Active
USR001400,India,Tamil,2025-03-20,Organic Search,18-24,Active
USR001401,India,Telugu,2025-06-30,Organic Search,35-44,Inactive
USR001402,India,Portuguese,2025-02-19,Organic Search,25-34,Active
USR001403,India,Tamil,2025-04-02,App Store,25-34,Active
USR001404,India,Hindi,2025-02-06,Organic Search,18-24,Inactive
USR001405,India,Telugu,2025-08-26,Paid Ads,25-34,Inactive
USR001406,UAE,Portuguese,2025-03-14,Partner Bundle,18-24,Active
USR001407,India,Bengali,2025-01-29,App Store,25-34,Active
USR001408,UAE,French,2025-07-24,Organic Search,25-34,Active
USR001409,France,Hindi,2025-03-21,Partner Bundle,35-44,Active
USR001410,India,Bengali,2025-07-31,Partner Bundle,55+,Active
USR001411,India,Tamil,2025-05-25,Paid Ads,55+,Active
USR001412,India,Bengali,2025-05-01,Referral,25-34,Inactive
USR001413,United Kingdom,Portuguese,2025-06-04,Referral,45-54,Active
USR001414,Canada,Spanish,2025-03-08,App Store,25-34,Active
USR001415,Canada,Bengali,2025-03-16,Referral,18-24,Active
USR001416,United Kingdom,Bengali,2025-04-26,Social Media,35-44,Active
USR001417,India,German,2025-06-13,Partner Bundle,25-34,Active
USR001418,France,Tamil,2025-04-20,Organic Search,35-44,Active
USR001419,India,German,2025-01-18,Paid Ads,25-34,Inactive
USR001420,Brazil,Tamil,2025-05-08,Referral,25-34,Active
USR001421,United States,English,2025-03-30,Paid Ads,45-54,Active
USR001422,India,Hindi,2025-04-20,Paid Ads,45-54,Active
USR001423,UAE,Bengali,2025-04-07,Organic Search,18-24,Active
USR001424,United Kingdom,English,2025-04-05,Organic Search,35-44,Inactive
USR001425,Australia,Portuguese,2025-04-20,Organic Search,25-34,Active
USR001426,United States,Telugu,2025-06-24,Partner Bundle,35-44,Inactive
USR001427,UAE,English,2025-02-15,Referral,25-34,Active
USR001428,Singapore,German,2025-03-27,Organic Search,35-44,Active
USR001429,United States,Hindi,2025-02-10,Social Media,25-34,Active
USR001430,India,English,2025-03-28,Social Media,35-44,Inactive
USR001431,Canada,English,2025-04-20,Organic Search,18-24,Active
USR001432,Brazil,German,2025-02-17,App Store,18-24,Active
USR001433,Canada,French,2025-05-05,App Store,25-34,Active
USR001434,Brazil,German,2025-05-07,Referral,55+,Active
USR001435,United States,Tamil,2025-02-25,Referral,45-54,Inactive
USR001436,Singapore,English,2025-04-05,Social Media,35-44,Active
USR001437,India,Hindi,2025-01-18,Referral,25-34,Active
USR001438,United States,Hindi,2025-02-22,Paid Ads,18-24,Active
USR001439,United States,German,2025-03-18,App Store,35-44,Active
USR001440,Canada,Portuguese,2025-03-12,Referral,25-34,Active
USR001441,India,Telugu,2025-01-26,Organic Search,25-34,Active
USR001442,Singapore,French,2025-02-10,App Store,25-34,Active
USR001443,UAE,German,2025-03-27,Social Media,18-24,Active
USR001444,Germany,Telugu,2025-07-07,Paid Ads,35-44,Active
USR001445,India,Portuguese,2025-06-08,Organic Search,55+,Active
USR001446,India,Telugu,2025-04-15,Organic Search,18-24,Active
USR001447,United States,Hindi,2025-05-21,Organic Search,45-54,Inactive
USR001448,Germany,French,2025-07-12,Social Media,25-34,Active
USR001449,India,French,2025-02-07,Referral,18-24,Inactive
USR001450,Canada,Portuguese,2025-07-24,Social Media,35-44,Active
USR001451,United Kingdom,Bengali,2025-06-01,Organic Search,55+,Active
USR001452,Australia,Tamil,2025-06-21,Partner Bundle,55+,Active
USR001453,United States,Bengali,2025-02-09,Partner Bundle,35-44,Inactive
USR001454,Australia,Telugu,2025-03-18,Referral,25-34,Active
USR001455,India,Bengali,2025-06-21,Social Media,25-34,Active
USR001456,India,Telugu,2025-04-14,App Store,35-44,Active
USR001457,UAE,Hindi,2025-04-11,Paid Ads,35-44,Active
USR001458,India,Tamil,2025-07-12,Referral,18-24,Inactive
USR001459,Brazil,French,2025-03-30,Partner Bundle,25-34,Active
USR001460,India,French,2025-05-09,Social Media,25-34,Inactive
USR001461,United States,Tamil,2025-07-19,Organic Search,45-54,Active
USR001462,India,Bengali,2025-08-01,Partner Bundle,35-44,Active
USR001463,Brazil,German,2025-02-24,App Store,25-34,Active
USR001464,Brazil,Spanish,2025-03-26,Partner Bundle,25-34,Active
USR001465,India,English,2025-06-02,Partner Bundle,18-24,Active
USR001466,India,German,2025-08-13,Social Media,18-24,Active
USR001467,Australia,Spanish,2025-02-23,App Store,25-34,Active
USR001468,UAE,Spanish,2025-06-03,App Store,18-24,Active
USR001469,Canada,French,2025-04-06,Referral,55+,Active
USR001470,UAE,Portuguese,2025-07-15,Paid Ads,35-44,Inactive
USR001471,India,French,2025-03-01,Referral,35-44,Active
USR001472,Canada,German,2025-07-17,Organic Search,35-44,Active
USR001473,Australia,German,2025-06-08,Referral,35-44,Active
USR001474,India,English,2025-03-25,Organic Search,18-24,Active
USR001475,Germany,Telugu,2025-01-28,Social Media,25-34,Active
USR001476,Singapore,Hindi,2025-05-17,Organic Search,25-34,Active
USR001477,UAE,Tamil,2025-04-08,Social Media,25-34,Active
USR001478,India,French,2025-01-21,Social Media,25-34,Active
USR001479,India,German,2025-07-21,App Store,25-34,Inactive
USR001480,United States,German,2025-03-29,Referral,35-44,Active
USR001481,India,French,2025-07-14,Referral,18-24,Active
USR001482,Brazil,Hindi,2025-05-21,Partner Bundle,25-34,Inactive
USR001483,India,Bengali,2025-07-20,Referral,55+,Active
USR001484,Germany,English,2025-01-09,Organic Search,25-34,Active
USR001485,United States,Portuguese,2025-04-28,Organic Search,35-44,Active
USR001486,United Kingdom,Tamil,2025-08-30,Social Media,35-44,Active
USR001487,India,French,2025-02-27,Organic Search,25-34,Inactive
USR001488,India,Tamil,2025-04-27,App Store,18-24,Active
USR001489,United States,Portuguese,2025-02-09,Paid Ads,45-54,Active
USR001490,Canada,Portuguese,2025-08-22,Organic Search,35-44,Inactive
USR001491,Germany,Spanish,2025-03-26,Organic Search,35-44,Inactive
USR001492,India,Bengali,2025-04-30,Social Media,55+,Inactive
USR001493,India,English,2025-04-17,Organic Search,18-24,Active
USR001494,Australia,Portuguese,2025-06-05,Organic Search,25-34,Active
USR001495,France,Telugu,2025-03-07,Partner Bundle,35-44,Inactive
USR001496,India,Telugu,2025-04-26,Referral,45-54,Inactive
USR001497,India,Tamil,2025-04-14,App Store,18-24,Active
USR001498,India,English,2025-01-25,Social Media,35-44,Inactive
USR001499,India,Hindi,2025-01-17,Social Media,55+,Active
USR001500,India,Spanish,2025-05-09,App Store,35-44,Inactive
USR001501,United Kingdom,English,2025-01-19,Paid Ads,25-34,Inactive
USR001502,UAE,German,2025-04-03,Paid Ads,45-54,Active
USR001503,India,German,2025-02-20,Paid Ads,45-54,Active
USR001504,Germany,Tamil,2025-04-29,Referral,35-44,Active
USR001505,United Kingdom,Telugu,2025-06-06,Partner Bundle,35-44,Active
USR001506,Singapore,Portuguese,2025-06-05,Partner Bundle,25-34,Active
USR001507,Germany,Telugu,2025-05-17,Paid Ads,25-34,Active
USR001508,France,Tamil,2025-05-03,Paid Ads,35-44,Active
USR001509,Canada,Portuguese,2025-06-18,Organic Search,18-24,Active
USR001510,France,Hindi,2025-05-05,Referral,45-54,Active
USR001511,United States,Tamil,2025-03-16,Referral,45-54,Active
USR001512,India,German,2025-01-18,Organic Search,18-24,Active
USR001513,Singapore,Tamil,2025-07-08,Paid Ads,35-44,Active
USR001514,Australia,English,2025-08-26,Organic Search,18-24,Active
USR001515,India,German,2025-03-20,Social Media,25-34,Active
USR001516,UAE,Bengali,2025-03-21,Partner Bundle,35-44,Inactive
USR001517,United States,Spanish,2025-01-18,Social Media,25-34,Active
USR001518,India,Spanish,2025-03-23,Referral,45-54,Inactive
USR001519,Canada,Telugu,2025-04-11,Social Media,45-54,Inactive
USR001520,United Kingdom,Telugu,2025-02-22,Organic Search,35-44,Inactive
USR001521,United Kingdom,Hindi,2025-02-20,Paid Ads,35-44,Active
USR001522,India,Bengali,2025-04-17,Organic Search,18-24,Active
USR001523,Brazil,German,2025-04-06,Organic Search,25-34,Active
USR001524,Brazil,Portuguese,2025-02-24,Social Media,35-44,Active
USR001525,India,English,2025-07-08,Paid Ads,55+,Active
USR001526,India,French,2025-01-06,Referral,55+,Inactive
USR001527,India,Bengali,2025-06-28,Organic Search,18-24,Active
USR001528,France,Portuguese,2025-02-25,App Store,25-34,Active
USR001529,UAE,Portuguese,2025-04-06,Organic Search,18-24,Active
USR001530,United States,English,2025-05-08,Paid Ads,45-54,Inactive
USR001531,France,English,2025-04-18,Referral,35-44,Active
USR001532,Australia,Telugu,2025-03-26,Partner Bundle,45-54,Active
USR001533,United States,Tamil,2025-03-18,Referral,25-34,Inactive
USR001534,United States,Telugu,2025-04-08,App Store,18-24,Inactive
USR001535,India,Bengali,2025-06-13,Organic Search,35-44,Active
USR001536,India,Tamil,2025-05-20,Referral,45-54,Active
USR001537,United Kingdom,Telugu,2025-02-14,Referral,18-24,Inactive
USR001538,India,Telugu,2025-07-24,Social Media,45-54,Active
USR001539,India,Telugu,2025-02-02,Organic Search,35-44,Inactive
USR001540,India,Hindi,2025-06-30,Paid Ads,18-24,Inactive
USR001541,United Kingdom,Spanish,2025-05-21,Social Media,35-44,Inactive
USR001542,Brazil,Portuguese,2025-02-03,Social Media,18-24,Active
USR001543,UAE,English,2025-06-23,Organic Search,18-24,Active
USR001544,Australia,Bengali,2025-05-23,App Store,18-24,Active
USR001545,Germany,Telugu,2025-05-10,Social Media,35-44,Inactive
USR001546,United States,Tamil,2025-03-02,Organic Search,25-34,Active
USR001547,India,English,2025-04-18,Referral,25-34,Active
USR001548,United States,Portuguese,2025-03-02,App Store,35-44,Active
USR001549,India,Hindi,2025-04-24,Referral,18-24,Active
USR001550,Canada,German,2025-02-10,Partner Bundle,35-44,Active
USR001551,India,Portuguese,2025-08-04,Partner Bundle,35-44,Active
USR001552,Germany,Bengali,2025-04-19,Partner Bundle,45-54,Active
USR001553,India,French,2025-03-26,Referral,35-44,Inactive
USR001554,India,Bengali,2025-05-18,Paid Ads,35-44,Active
USR001555,Brazil,Portuguese,2025-08-04,Social Media,35-44,Active
USR001556,India,German,2025-03-06,Referral,18-24,Active
USR001557,United States,English,2025-06-01,Organic Search,25-34,Active
USR001558,India,Tamil,2025-04-25,Organic Search,35-44,Active
USR001559,India,French,2025-04-07,Social Media,35-44,Inactive
USR001560,Canada,Tamil,2025-01-11,Social Media,25-34,Active
USR001561,Canada,English,2025-05-12,Organic Search,35-44,Inactive
USR001562,India,French,2025-06-06,Organic Search,25-34,Active
USR001563,UAE,German,2025-07-05,Referral,35-44,Active
USR001564,Australia,Tamil,2025-06-06,Referral,25-34,Active
USR001565,India,German,2025-03-30,Referral,25-34,Inactive
USR001566,India,Hindi,2025-02-24,Organic Search,55+,Active
USR001567,Germany,Spanish,2025-01-13,Partner Bundle,35-44,Active
USR001568,Australia,German,2025-06-09,Social Media,45-54,Active
USR001569,India,Telugu,2025-05-05,Social Media,25-34,Active
USR001570,United States,French,2025-04-13,Referral,55+,Active
USR001571,India,Tamil,2025-02-25,Paid Ads,35-44,Active
USR001572,India,Portuguese,2025-01-24,Social Media,35-44,Active
USR001573,India,Telugu,2025-08-16,Organic Search,18-24,Active
USR001574,Brazil,Spanish,2025-07-21,App Store,18-24,Active
USR001575,Germany,German,2025-08-14,Organic Search,35-44,Inactive
USR001576,Germany,Portuguese,2025-08-05,Social Media,35-44,Active
USR001577,India,German,2025-04-16,Paid Ads,25-34,Active
USR001578,India,Spanish,2025-03-02,Partner Bundle,25-34,Active
USR001579,India,Bengali,2025-03-25,Organic Search,35-44,Active
USR001580,United Kingdom,Telugu,2025-03-01,Referral,18-24,Active
USR001581,India,German,2025-03-08,Partner Bundle,35-44,Active
USR001582,India,German,2025-05-15,Organic Search,25-34,Active
USR001583,India,English,2025-02-18,Organic Search,18-24,Active
USR001584,UAE,Bengali,2025-04-27,Referral,18-24,Active
USR001585,United Kingdom,Tamil,2025-02-04,Organic Search,25-34,Active
USR001586,India,German,2025-04-18,App Store,35-44,Active
USR001587,Germany,Telugu,2025-04-15,Paid Ads,25-34,Active
USR001588,Germany,Hindi,2025-07-29,Organic Search,18-24,Active
USR001589,India,Spanish,2025-02-09,Referral,45-54,Active
USR001590,India,Portuguese,2025-03-11,Organic Search,25-34,Active
USR001591,France,German,2025-03-16,App Store,25-34,Active
USR001592,India,Tamil,2025-06-12,Organic Search,35-44,Active
USR001593,France,Bengali,2025-04-30,Paid Ads,25-34,Active
USR001594,India,Spanish,2025-05-20,Organic Search,25-34,Inactive
USR001595,United States,English,2025-04-27,Referral,25-34,Inactive
USR001596,India,French,2025-02-15,Partner Bundle,25-34,Active
USR001597,Canada,Hindi,2025-03-04,Organic Search,25-34,Inactive
USR001598,Brazil,Portuguese,2025-05-29,Social Media,55+,Inactive
USR001599,United States,French,2025-05-08,App Store,25-34,Active
USR001600,India,Portuguese,2025-03-21,Referral,35-44,Active
USR001601,India,Telugu,2025-01-20,Paid Ads,25-34,Active
USR001602,UAE,Telugu,2025-02-19,App Store,35-44,Active
USR001603,Germany,English,2025-05-17,App Store,25-34,Active
USR001604,India,Hindi,2025-02-25,Social Media,35-44,Active
USR001605,Brazil,Telugu,2025-07-30,Social Media,25-34,Active
USR001606,Canada,German,2025-09-24,Referral,45-54,Active
USR001607,India,Telugu,2025-04-02,Organic Search,25-34,Active
USR001608,United Kingdom,Spanish,2025-06-10,App Store,45-54,Active
USR001609,United States,Bengali,2025-05-10,Organic Search,25-34,Inactive
USR001610,France,French,2025-06-09,Organic Search,35-44,Active
USR001611,United States,Bengali,2025-08-25,Partner Bundle,18-24,Active
USR001612,UAE,Tamil,2025-04-19,Social Media,25-34,Active
USR001613,France,Portuguese,2025-01-06,Organic Search,35-44,Inactive
USR001614,Canada,Tamil,2025-05-17,Social Media,25-34,Active
USR001615,India,French,2025-07-13,Paid Ads,25-34,Active
USR001616,Brazil,Spanish,2025-01-24,Social Media,25-34,Active
USR001617,United Kingdom,French,2025-08-13,App Store,25-34,Inactive
USR001618,UAE,Telugu,2025-08-30,Organic Search,35-44,Active
USR001619,India,Bengali,2025-06-13,Organic Search,18-24,Inactive
USR001620,Brazil,Hindi,2025-02-01,Organic Search,45-54,Active
USR001621,France,Portuguese,2025-04-19,Social Media,55+,Active
USR001622,Singapore,Telugu,2025-02-27,Organic Search,18-24,Active
USR001623,India,Telugu,2025-05-30,Referral,25-34,Active
USR001624,United States,French,2025-02-16,Partner Bundle,55+,Active
USR001625,India,Telugu,2025-07-13,App Store,18-24,Active
USR001626,India,Hindi,2025-04-04,Partner Bundle,18-24,Active
USR001627,India,Spanish,2025-03-28,App Store,45-54,Active
USR001628,Brazil,Hindi,2025-03-16,Organic Search,35-44,Active
USR001629,Canada,German,2025-03-18,Organic Search,35-44,Active
USR001630,India,English,2025-04-07,Paid Ads,25-34,Active
USR001631,Brazil,Hindi,2025-01-16,Referral,25-34,Active
USR001632,Australia,Tamil,2025-05-26,Organic Search,18-24,Active
USR001633,UAE,Tamil,2025-03-11,Partner Bundle,18-24,Active
USR001634,Singapore,Bengali,2025-06-09,Social Media,25-34,Active
USR001635,Germany,Portuguese,2025-06-18,App Store,35-44,Active
USR001636,India,Portuguese,2025-06-17,Organic Search,25-34,Active
USR001637,Brazil,Telugu,2025-05-15,Organic Search,25-34,Active
USR001638,India,English,2025-05-08,Social Media,25-34,Active
USR001639,Canada,French,2025-07-10,Organic Search,45-54,Inactive
USR001640,France,Telugu,2025-05-15,Partner Bundle,35-44,Active
USR001641,India,Hindi,2025-05-13,App Store,35-44,Active
USR001642,United Kingdom,Portuguese,2025-05-30,Social Media,35-44,Active
USR001643,United States,English,2025-08-19,Partner Bundle,25-34,Active
USR001644,India,Portuguese,2025-08-30,Organic Search,45-54,Inactive
USR001645,India,Telugu,2025-01-28,Paid Ads,25-34,Active
USR001646,UAE,Tamil,2025-06-27,Organic Search,18-24,Active
USR001647,India,Telugu,2025-02-14,Social Media,45-54,Inactive
USR001648,UAE,Hindi,2025-04-20,Organic Search,25-34,Inactive
USR001649,United Kingdom,Hindi,2025-02-16,Social Media,45-54,Active
USR001650,Canada,Spanish,2025-03-19,Social Media,25-34,Active
USR001651,France,Tamil,2025-01-27,Social Media,25-34,Active
USR001652,United States,English,2025-06-19,Social Media,55+,Active
USR001653,United States,French,2025-05-28,Referral,55+,Active
USR001654,India,Bengali,2025-09-06,Organic Search,55+,Active
USR001655,United Kingdom,Bengali,2025-06-12,Organic Search,18-24,Inactive
USR001656,United Kingdom,German,2025-01-27,Paid Ads,35-44,Active
USR001657,India,Telugu,2025-07-06,Referral,18-24,Inactive
USR001658,United Kingdom,German,2025-03-02,Organic Search,35-44,Inactive
USR001659,United States,French,2025-05-01,App Store,35-44,Inactive
USR001660,Germany,Tamil,2025-02-11,Partner Bundle,55+,Active
USR001661,United Kingdom,Bengali,2025-08-10,Referral,45-54,Active
USR001662,Singapore,English,2025-03-04,Referral,25-34,Active
USR001663,United States,Spanish,2025-03-09,App Store,25-34,Active
USR001664,UAE,French,2025-07-22,Partner Bundle,25-34,Active
USR001665,United Kingdom,German,2025-03-20,Partner Bundle,18-24,Inactive
USR001666,United Kingdom,English,2025-07-21,Partner Bundle,25-34,Active
USR001667,United States,Portuguese,2025-04-13,App Store,18-24,Inactive
USR001668,United States,Bengali,2025-03-24,Social Media,35-44,Active
USR001669,Singapore,Hindi,2025-01-24,Paid Ads,25-34,Active
USR001670,India,German,2025-06-21,Paid Ads,18-24,Active
USR001671,India,Portuguese,2025-08-21,Organic Search,25-34,Inactive
USR001672,France,Spanish,2025-04-27,Organic Search,25-34,Active
USR001673,United Kingdom,German,2025-08-13,Paid Ads,25-34,Inactive
USR001674,India,Portuguese,2025-03-02,Paid Ads,35-44,Active
USR001675,United States,Tamil,2025-05-16,App Store,45-54,Active
USR001676,United Kingdom,German,2025-03-16,Organic Search,55+,Active
USR001677,United Kingdom,Bengali,2025-07-23,Partner Bundle,45-54,Active
USR001678,France,German,2025-03-24,Organic Search,25-34,Active
USR001679,United States,Portuguese,2025-05-05,Organic Search,18-24,Active
USR001680,Canada,Spanish,2025-06-22,Social Media,35-44,Active
USR001681,France,English,2025-07-28,App Store,25-34,Active
USR001682,France,French,2025-08-12,Organic Search,25-34,Active
USR001683,India,Telugu,2025-01-22,Organic Search,25-34,Active
USR001684,United States,Spanish,2025-06-19,Partner Bundle,18-24,Active
USR001685,United Kingdom,Bengali,2025-04-21,Organic Search,18-24,Active
USR001686,UAE,Hindi,2025-04-30,Organic Search,45-54,Inactive
USR001687,Germany,Portuguese,2025-05-11,Social Media,25-34,Active
USR001688,United Kingdom,Spanish,2025-02-13,Partner Bundle,35-44,Active
USR001689,Brazil,Tamil,2025-05-28,App Store,35-44,Active
USR001690,United States,Telugu,2025-03-07,Referral,25-34,Active
USR001691,France,German,2025-02-06,Social Media,35-44,Active
USR001692,France,German,2025-06-15,Partner Bundle,35-44,Active
USR001693,UAE,English,2025-06-19,Organic Search,18-24,Active
USR001694,Brazil,French,2025-07-06,Referral,18-24,Active
USR001695,United States,English,2025-04-02,Social Media,35-44,Active
USR001696,India,Portuguese,2025-08-05,Partner Bundle,25-34,Active
USR001697,United States,Portuguese,2025-04-26,Paid Ads,18-24,Inactive
USR001698,France,German,2025-07-15,Referral,25-34,Active
USR001699,France,German,2025-07-07,Referral,45-54,Active
USR001700,India,German,2025-03-20,Partner Bundle,25-34,Inactive
USR001701,India,Telugu,2025-03-22,App Store,25-34,Inactive
USR001702,United States,Tamil,2025-05-02,Referral,25-34,Active
USR001703,United States,Hindi,2025-08-24,Partner Bundle,25-34,Active
USR001704,India,Spanish,2025-04-02,Social Media,35-44,Active
USR001705,Germany,German,2025-05-05,Paid Ads,18-24,Active
USR001706,India,Telugu,2025-05-14,Organic Search,45-54,Active
USR001707,Canada,Hindi,2025-03-24,Referral,35-44,Inactive
USR001708,India,French,2025-07-31,Organic Search,35-44,Active
USR001709,UAE,English,2025-03-22,Referral,18-24,Active
USR001710,Australia,Telugu,2025-05-20,Organic Search,35-44,Active
USR001711,United States,Hindi,2025-05-29,Social Media,35-44,Inactive
USR001712,Canada,Bengali,2025-06-18,App Store,25-34,Active
USR001713,India,English,2025-05-12,Organic Search,35-44,Inactive
USR001714,Brazil,Hindi,2025-03-06,Referral,25-34,Inactive
USR001715,Germany,Bengali,2025-07-31,Organic Search,35-44,Active
USR001716,Germany,German,2025-01-05,Referral,35-44,Active
USR001717,India,German,2025-04-10,Paid Ads,35-44,Active
USR001718,India,Telugu,2025-04-26,Organic Search,25-34,Active
USR001719,United Kingdom,French,2025-05-26,Organic Search,45-54,Active
USR001720,India,Portuguese,2025-03-19,Organic Search,45-54,Active
USR001721,Germany,Spanish,2025-05-31,Paid Ads,18-24,Inactive
USR001722,United States,Bengali,2025-05-12,Social Media,45-54,Active
USR001723,India,Spanish,2025-06-08,Social Media,35-44,Inactive
USR001724,India,Bengali,2025-06-18,Paid Ads,35-44,Inactive
USR001725,Brazil,English,2025-05-26,Referral,18-24,Inactive
USR001726,Brazil,Telugu,2025-06-26,Paid Ads,25-34,Active
USR001727,India,English,2025-05-15,Partner Bundle,25-34,Active
USR001728,India,Hindi,2025-03-05,Referral,25-34,Inactive
USR001729,United States,English,2025-02-24,Paid Ads,45-54,Active
USR001730,India,Spanish,2025-05-17,Paid Ads,25-34,Active
USR001731,Singapore,Portuguese,2025-02-27,Referral,35-44,Inactive
USR001732,Australia,English,2025-01-16,Paid Ads,25-34,Active
USR001733,Brazil,Spanish,2025-08-03,App Store,45-54,Inactive
USR001734,UAE,Hindi,2025-08-25,App Store,25-34,Active
USR001735,Germany,German,2025-03-01,Organic Search,25-34,Active
USR001736,Australia,Telugu,2025-03-26,Partner Bundle,35-44,Active
USR001737,UAE,Tamil,2025-03-09,App Store,35-44,Active
USR001738,Canada,German,2025-05-16,Partner Bundle,55+,Active
USR001739,India,Spanish,2025-03-04,Organic Search,35-44,Active
USR001740,Canada,Telugu,2025-03-20,Referral,18-24,Active
USR001741,United States,Portuguese,2025-06-10,Social Media,45-54,Active
USR001742,Brazil,Hindi,2025-02-11,Social Media,25-34,Active
USR001743,United States,Tamil,2025-04-25,Social Media,18-24,Active
USR001744,India,German,2025-02-06,Partner Bundle,55+,Active
USR001745,India,Portuguese,2025-02-22,Paid Ads,35-44,Active
USR001746,Singapore,Bengali,2025-02-02,Social Media,45-54,Inactive
USR001747,Brazil,Portuguese,2025-04-17,Social Media,18-24,Inactive
USR001748,Australia,Telugu,2025-04-23,Referral,35-44,Active
USR001749,India,German,2025-01-12,Social Media,35-44,Active
USR001750,India,French,2025-04-09,Organic Search,25-34,Active
USR001751,United States,Bengali,2025-02-01,Social Media,25-34,Active
USR001752,Brazil,Hindi,2025-08-24,Organic Search,25-34,Active
USR001753,UAE,English,2025-06-18,App Store,35-44,Inactive
USR001754,Singapore,Spanish,2025-05-17,App Store,35-44,Active
USR001755,Canada,Telugu,2025-06-21,Partner Bundle,25-34,Active
USR001756,France,English,2025-03-30,Social Media,25-34,Inactive
USR001757,India,German,2025-06-10,Paid Ads,18-24,Inactive
USR001758,India,German,2025-02-27,App Store,55+,Active
USR001759,Singapore,Spanish,2025-04-12,Social Media,35-44,Active
USR001760,India,English,2025-02-19,Paid Ads,55+,Active
USR001761,Australia,German,2025-09-24,Social Media,45-54,Active
USR001762,Canada,Bengali,2025-01-17,Social Media,45-54,Active
USR001763,India,Portuguese,2025-02-08,App Store,18-24,Active
USR001764,India,Tamil,2025-02-27,Paid Ads,35-44,Active
USR001765,India,English,2025-07-29,Paid Ads,25-34,Active
USR001766,Germany,German,2025-04-06,Organic Search,45-54,Active
USR001767,India,Hindi,2025-03-04,Social Media,45-54,Active
USR001768,United States,English,2025-05-29,App Store,18-24,Active
USR001769,Canada,Spanish,2025-08-14,Organic Search,45-54,Active
USR001770,India,German,2025-04-08,Partner Bundle,55+,Active
USR001771,India,Portuguese,2025-02-04,App Store,25-34,Active
USR001772,United States,Telugu,2025-02-09,Organic Search,25-34,Active
USR001773,India,Tamil,2025-06-20,Organic Search,18-24,Inactive
USR001774,Canada,Portuguese,2025-06-08,Organic Search,35-44,Inactive
USR001775,Brazil,Tamil,2025-03-10,Organic Search,45-54,Inactive
USR001776,India,French,2025-03-30,Organic Search,18-24,Active
USR001777,UAE,Telugu,2025-05-12,Organic Search,55+,Inactive
USR001778,United States,Hindi,2025-06-03,Paid Ads,18-24,Active
USR001779,Canada,Hindi,2025-05-20,Partner Bundle,35-44,Inactive
USR001780,France,Tamil,2025-06-15,Social Media,45-54,Inactive
USR001781,United Kingdom,German,2025-03-02,Organic Search,45-54,Inactive
USR001782,India,Tamil,2025-07-14,Partner Bundle,18-24,Active
USR001783,India,Hindi,2025-07-25,Organic Search,55+,Active
USR001784,Germany,Hindi,2025-05-04,Organic Search,25-34,Inactive
USR001785,India,English,2025-04-21,Organic Search,25-34,Active
USR001786,United Kingdom,Hindi,2025-01-24,Organic Search,35-44,Inactive
USR001787,United States,Telugu,2025-03-18,Paid Ads,18-24,Inactive
USR001788,India,Hindi,2025-06-23,Organic Search,35-44,Inactive
USR001789,Germany,Spanish,2025-04-26,Social Media,45-54,Active
USR001790,Australia,Tamil,2025-06-23,Referral,25-34,Active
USR001791,Canada,Tamil,2025-03-14,App Store,18-24,Active
USR001792,United States,Portuguese,2025-07-06,Referral,45-54,Inactive
USR001793,India,Hindi,2025-03-17,Organic Search,25-34,Active
USR001794,United States,Telugu,2025-06-23,Social Media,45-54,Active
USR001795,France,English,2025-05-28,Partner Bundle,55+,Inactive
USR001796,United Kingdom,Tamil,2025-04-05,Organic Search,35-44,Active
USR001797,Brazil,Portuguese,2025-01-12,Social Media,18-24,Active
USR001798,India,Bengali,2025-07-25,App Store,35-44,Active
USR001799,Brazil,Tamil,2025-05-15,App Store,25-34,Active
